normalized_title_key,title,sources,record_count,venues,dois
photochemically induced propulsion of a 4d printed liquid crystal elastomer biomimetic swimmer,Photochemically Induced Propulsion of a 4D Printed Liquid Crystal Elastomer Biomimetic Swimmer,Crossref; OpenAlex,1,Advanced Science(1),10.1002/advs.202308561(1)
physics driven digital twin based architecture of wire arc additive manufacturing enabled by fast surrogate calculations,Physics-driven Digital Twin Based Architecture of Wire Arc Additive Manufacturing Enabled by Fast Surrogate Calculations,Crossref; OpenAlex,1,Research Square(1),10.21203/rs.3.rs-8542145/v1(1)
physics informed digital twin for melt pool prediction and stability in laser powder bed fusion of nitinol,Physics-Informed Digital Twin for Melt Pool Prediction and Stability in Laser Powder Bed Fusion of Nitinol,Crossref; OpenAlex,1,SSRN Electronic Journal(1),10.2139/ssrn.6270297(1)
physics informed neural networks for fast thermal simulation in laser wire additive manufacturing,Physics-Informed Neural Networks for Fast Thermal Simulation in Laser Wire Additive Manufacturing,Crossref; OpenAlex,1,2025 15th France-Japan &amp;amp; 13th Europe-Asia Congress on Mechatronics (MECATRONICS) / 23rd International Conference on Research and Education in Mechatronics (REM)(1),10.1109/mecatronics-rem67547.2025.11349643(1)
printing compound curved sandwich structures with robotic multi bias additive manufacturing,Printing Compound-Curved Sandwich Structures with Robotic Multi-Bias Additive Manufacturing,Crossref; OpenAlex,1,Computational design and robotic fabrication(1),10.1007/978-981-99-8405-3_44(1)
process optimization for fabricating mgo ceramics with vat photopolymerization additive manufacturing,Process Optimization for Fabricating MgO Ceramics with Vat Photopolymerization Additive Manufacturing,Crossref; OpenAlex,1,Venue unknown(1),10.2172/3365093(1)
programmed multimaterial assembly by synergized 3d printing and freeform laser induction,Programmed multimaterial assembly by synergized 3D printing and freeform laser induction,Crossref; OpenAlex,1,Nature Communications(1),10.1038/s41467-024-48919-5(1)
quality centric digital twins in additive manufacturing a review of the state of the art challenges and future directions,"Quality-centric digital twins in additive manufacturing: a review of the state-of-the-art, challenges, and future directions",Crossref; OpenAlex,1,Digital Twin(1),10.1080/27525783.2026.2613469(1)
recent progress in 4d printing materials methods and applications,"Recent progress in 4D printing: materials, methods and applications",Crossref; OpenAlex,1,4D Printing(1),10.1108/4dp-03-2026-0005(1)
reinforced scan a reinforcement learning enabled optimal laser scan path planning in laser powder bed fusion additive manufacturing,Reinforced scan: a reinforcement learning enabled optimal laser scan path planning in laser powder bed fusion additive manufacturing,Crossref; OpenAlex,1,The International Journal of Advanced Manufacturing Technology(1),10.1007/s00170-025-17144-9(1)
reinforcement learning for multi objective toolpath optimization in large scale additive manufacturing a novel rl moto framework integrating mechanical precision with civil engineering scale requirements,Reinforcement Learning for Multi-Objective Toolpath Optimization in Large-Scale Additive Manufacturing: A Novel RL-MOTO Framework Integrating Mechanical Precision with Civil Engineering Scale Requirements,Crossref; OpenAlex,1,International Research Journal of Modernization in Engineering Technology &amp; Science(1),10.56726/irjmets86740(1)
reinforcement learning enabled design of topological interlocking materials for sustainable multi material additive manufacturing,Reinforcement learning-enabled design of topological interlocking materials for sustainable multi-material additive manufacturing,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104992(1)
research progress of volumetric additive manufacturing,Research Progress of Volumetric Additive Manufacturing,Crossref; OpenAlex,1,Applied and Computational Engineering(1),10.54254/2755-2721/2025.gl27143(1)
resolving hydrophilic hydrophobic resin mismatch for single step volumetric additive manufacturing of cell adhesive polyesters,Resolving hydrophilic–hydrophobic resin mismatch for single-step volumetric additive manufacturing of cell-adhesive polyesters,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2025.105009(1)
revealing the interplay between element mixing intermetallics and microcracks in multi material laser additive manufacturing,"Revealing the interplay between element mixing, intermetallics, and microcracks in multi-material laser additive manufacturing",Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104971(1)
review of the integration of fused filament fabrication with complementary methods for fabricating hierarchical porous polymer structures,Review of the Integration of Fused Filament Fabrication with Complementary Methods for Fabricating Hierarchical Porous Polymer Structures,Crossref; OpenAlex,1,Applied Sciences(1),10.3390/app15179703(1)
review of vat photopolymerization 3d printing of photonic devices,Review of vat photopolymerization 3D printing of photonic devices,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104189(1)
review of the evolution and future of pediatric cardiology,"Review of: ""The Evolution and Future of Pediatric Cardiology""",Crossref; OpenAlex,1,Venue unknown(1),10.32388/i7spe1(1)
review application of 3d printing technology in soft robots,Review: Application of 3D Printing Technology in Soft Robots,Crossref; OpenAlex,1,3D Printing and Additive Manufacturing(1),10.1089/3dp.2023.0127(1)
rigid flexible coupled origami robots via multimaterial 3d printing,Rigid-flexible coupled origami robots via multimaterial 3D printing,Crossref; OpenAlex,1,Smart Materials and Structures(1),10.1088/1361-665x/ad212c(1)
robotic conformal 4d printing of liquid crystal elastomers,Robotic conformal 4D printing of liquid crystal elastomers,Crossref; OpenAlex,1,Science Advances(1),10.1126/sciadv.aeb2417(1)
robotic systems for advanced additive manufacturing,Robotic systems for advanced additive manufacturing,Crossref; OpenAlex,1,Multidiszciplináris Tudományok(1),10.35925/j.multi.2024.2.20(1)
rotary 4d printing of programmable metamaterials on sustainable 4d mandrel,Rotary 4D Printing of Programmable Metamaterials on Sustainable 4D Mandrel,Crossref; OpenAlex,1,Advanced Materials Technologies(1),10.1002/admt.202501581(1)
rotary robotic additive manufacturing type synthesis process planning and applications,"Rotary Robotic Additive Manufacturing: Type Synthesis, Process Planning, and Applications",Crossref; OpenAlex,1,Industrial engineering and management.(1),10.5772/intechopen.1007333(1)
selective infusion of spatially controlled domains via vat photopolymerization 3d printing for chemically diverse multimaterial parts,Selective infusion of spatially controlled domains via vat photopolymerization 3D-printing for chemically diverse multimaterial parts,Crossref; OpenAlex,1,Nature Communications(1),10.1038/s41467-025-66128-6(1)
self driving laboratory optimizes the lower critical solution temperature of thermoresponsive polymers,Self‐Driving Laboratory Optimizes the Lower Critical Solution Temperature of Thermoresponsive Polymers,Crossref; OpenAlex,1,Advanced Intelligent Discovery(1),10.1002/aidi.202500177(1)
shape optimization of thin wall geometries for layer based direct deposition additive manufacturing,Shape Optimization of Thin-Wall Geometries for Layer-Based Direct Deposition Additive Manufacturing,Crossref; OpenAlex,1,Vth International Conference on Simulation for Additive Manufacturing(1),10.23967/simam.2025.004(1)
shape morphing photo crosslinked alginate hydrogels via digital light processing 4d printing,Shape-morphing photo-crosslinked alginate hydrogels via digital light processing 4D printing,Crossref; OpenAlex,1,Applied Materials Today(1),10.1016/j.apmt.2025.103064(1)
shape memory hydrogels,Shape‐memory Hydrogels,Crossref; OpenAlex,1,Functional Hydrogels(1),10.1002/9783527854578.ch08(1)
simulation in the loop additive manufacturing for real time structural validation and digital twin development,Simulation-in-the-loop additive manufacturing for real-time structural validation and digital twin development,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104631(1)
simultaneous topology and toolpath optimization for layer free multi axis additive manufacturing of 3d composite structures,Simultaneous topology and toolpath optimization for layer-free multi-axis additive manufacturing of 3D composite structures,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104774(1)
single process 3d printed bimorph electrothermal soft actuators,Single-process 3D-printed bimorph electrothermal soft actuators,Crossref; OpenAlex,1,International Journal of Mechanical Sciences(1),10.1016/j.ijmecsci.2025.110299(1)
smart civil systems design construction and maintenance in the digital era,"SMART CIVIL SYSTEMS: DESIGN, CONSTRUCTION, AND MAINTENANCE IN THE DIGITAL ERA",Crossref; OpenAlex,1,IIP Series(1),10.58532/nbennurscsdcm(1)
smart materials for smart robots multi scale conductivity modeling in 3d printed polymer composites,Smart Materials for Smart Robots: Multi-Scale Conductivity Modeling in 3D-Printed Polymer Composites,Crossref; OpenAlex,1,"2026 6th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)(1)",10.1109/iraset68627.2026.11538866(1)
spatially tailorable liquid crystalline elastomer alignment during digital light process 3d printing,Spatially Tailorable Liquid Crystalline Elastomer Alignment During Digital Light Process 3D Printing,Crossref; OpenAlex,1,Advanced Functional Materials(1),10.1002/adfm.202522676(1)
spatiotemporally programmed dielectric liquid crystal elastomer electro reversible 3d morphing via inverse 4d printing,Spatiotemporally programmed dielectric liquid crystal elastomer: Electro-reversible 3D morphing via inverse 4D printing,Crossref; OpenAlex,1,Science Advances(1),10.1126/sciadv.aeb2289(1)
step nc based framework for additive manufacturing systems,STEP-NC-Based Framework for Additive Manufacturing Systems,Crossref; OpenAlex,1,Transforming Manufacturing With STEP-NC(1),10.4018/979-8-3373-6214-4.ch003(1)
stimulus responsive gradient hydrogel micro actuators fabricated by two photon polymerization based 4d printing,Stimulus-responsive gradient hydrogel micro-actuators fabricated by two-photon polymerization-based 4D printing,Crossref; OpenAlex,1,Nanotechnology Reviews(1),10.1515/ntrev-2025-0145(1)
structural design of a multimaterial dlp photocuring 3d printer for unsupported printing,Structural design of a multimaterial DLP photocuring 3D printer for unsupported printing,Crossref; OpenAlex,1,"International Conference on Mechanical, Engineering, and Interaction Design (ICMEID 2025)(1)",10.1117/12.3088793(1)
sweat gland inspired skin soft actuators of the liquid crystal elastomer enabled by 3d printing,Sweat gland-inspired skin soft actuators of the liquid crystal elastomer enabled by 3D printing,Crossref; OpenAlex,1,Chemical Engineering Journal(1),10.1016/j.cej.2025.160261(1)
systematic review of multiscale thermal prediction models for fdm fff additive manufacturing toward digital twin integration with physics informed machine learning,Systematic review of multiscale thermal prediction models for FDM/FFF additive manufacturing: Toward digital twin integration with physics-informed machine learning,Crossref; OpenAlex,1,Results in Engineering(1),10.1016/j.rineng.2025.108087(1)
tailored helix morphing of 3d printed liquid crystal elastomer bilayers,Tailored helix morphing of 3D-printed liquid crystal elastomer bilayers,Crossref; OpenAlex,1,Cell Reports Physical Science(1),10.1016/j.xcrp.2025.102835(1)
technological progress and challenges of volumetric additive manufacturing technology,Technological progress and challenges of volumetric additive manufacturing technology,Crossref; OpenAlex,1,Virtual and Physical Prototyping(1),10.1080/17452759.2026.2617762(1)
the development and characterisation of 3d printed multi material thermistor,The development and characterisation of 3D-printed multi-material thermistor,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104510(1)
the rise of smart materials,The Rise of Smart Materials,Crossref; OpenAlex,1,4D Printing Technology(1),10.1002/9781394213795.ch3(1)
thermal conductivity of three dimensional multi material core shell filament structures obtained by material extrusion,Thermal conductivity of three-dimensional multi-material core-shell filament structures obtained by material extrusion,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104018(1)
thermomechanical modelling and shape prediction in 4d printing using fea,Thermomechanical Modelling and Shape Prediction in 4D Printing Using FEA,Crossref; OpenAlex,1,Key engineering materials(1),10.4028/p-li38bj(1)
thin film dlp 3d printing of multi material parts with closed cell internal voids,Thin-film DLP 3D printing of multi-material parts with closed-cell internal voids,Crossref; OpenAlex,1,npj Advanced Manufacturing(1),10.1038/s44334-026-00076-x(1)
tomographic projection optimization for volumetric additive manufacturing with general band constraint lp norm minimization,Tomographic projection optimization for volumetric additive manufacturing with general band constraint Lp-norm minimization,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104447(1)
tomographic volumetric additive manufacturing of silica glass with in situ error calculation and projection tiling,Tomographic Volumetric Additive Manufacturing of Silica Glass with In Situ Error Calculation and Projection Tiling,Crossref; OpenAlex,1,Advanced Materials Technologies(1),10.1002/admt.202501649(1)
topological spectral cybersecurity models for detecting network anomalies in critical infrastructure,Topological-Spectral Cybersecurity Models for Detecting Network Anomalies in Critical Infrastructure,Crossref; OpenAlex,1,Venue unknown(1),10.62311/nesx/rb6m-978-81-686966-4-8(1)
toward dlp 4d printing of liquid crystal elastomers tailored properties via non mesogenic linkers,Toward DLP 4D printing of liquid crystal elastomers: Tailored properties via non-mesogenic linkers,Crossref; OpenAlex,1,European Polymer Journal(1),10.1016/j.eurpolymj.2024.113648(1)
towards a fully differentiable digital twin for solar cells,Towards a fully differentiable digital twin for solar cells,Crossref; OpenAlex,1,Computational Optics 2026(1),10.1117/12.3099007(1)
towards digital twin based robotic additive manufacturing for wind turbine blade repair,Towards digital twin-based robotic additive manufacturing for wind turbine blade repair,Crossref; OpenAlex,1,Frontiers in Mechanical Engineering(1),10.3389/fmech.2026.1847187(1)
towards support free printing in extrusion based additive manufacturing path planning and process control,Towards Support-Free Printing in Extrusion-Based Additive Manufacturing: Path Planning and Process Control,Crossref; OpenAlex,1,Volume 1: Additive Manufacturing &amp; 3D Printing(1),10.1115/imece-india2025-160285(1)
triply periodic minimal surfaces structures in energy absorption a review of geometric topologies manufacturing constraints and future smart materials,"TRIPLY PERIODIC MINIMAL SURFACES STRUCTURES IN ENERGY ABSORPTION: A REVIEW OF GEOMETRIC TOPOLOGIES, MANUFACTURING CONSTRAINTS, AND FUTURE SMART MATERIALS",Crossref; OpenAlex,1,Journal of Nanomaterials and Applications(1),10.65273/hhit.jna.2026.2.2.035(1)
two photon polymerization based 4d printing of poly n isopropylacrylamide hydrogel microarchitectures for reversible shape morphing,Two-photon polymerization based 4D printing of poly(N-isopropylacrylamide) hydrogel microarchitectures for reversible shape morphing,Crossref; OpenAlex,1,Scientific Reports(1),10.1038/s41598-025-06269-2(1)
types of metal 3d printing,Types of Metal 3D Printing,Crossref; OpenAlex,1,Metal Additive Manufacturing(1),10.1201/9781003731559-3(1)
uncertainty aware physics guided digital twins for lithium ion batteries toward integrated health safety and fast charging management,"Uncertainty-Aware Physics-Guided Digital Twins for Lithium-Ion Batteries: Toward Integrated Health, Safety, and Fast-Charging Management",Crossref; OpenAlex,1,Venue unknown(1),10.20517/scierxiv202605.0340.v1(1)
unlocking multiscale metallic metamaterials via lithography additive manufacturing,Unlocking multiscale metallic metamaterials via lithography additive manufacturing,Crossref; OpenAlex,1,Virtual and Physical Prototyping(1),10.1080/17452759.2024.2339368(1)
using viscoplastic fluid to suppress part sedimentation in volumetric additive manufacturing,Using viscoplastic fluid to suppress part sedimentation in volumetric additive manufacturing,Crossref; OpenAlex,1,Progress in Additive Manufacturing(1),10.1007/s40964-024-00758-y(1)
versatile 3d printed fin ray effect soft robotic fingers lightweight optimization and performance analysis,Versatile 3D-printed fin-ray effect soft robotic fingers: lightweight optimization and performance analysis,Crossref; OpenAlex,1,Journal of the Brazilian Society of Mechanical Sciences and Engineering(1),10.1007/s40430-024-04957-0(1)
visualizing catalyst materials with multi material 3d printing,Visualizing Catalyst Materials with Multi-Material 3D Printing,Crossref; OpenAlex,1,ChemRxiv(1),10.26434/chemrxiv.15001042/v1(1)
volumetric additive manufacturing for cell printing bridging industry adaptation and regulatory frontiers,Volumetric Additive Manufacturing for Cell Printing: Bridging Industry Adaptation and Regulatory Frontiers,Crossref; OpenAlex,1,ACS Biomaterials Science &amp; Engineering(1),10.1021/acsbiomaterials.4c01837(1)
volumetric additive manufacturing of complex geometries around complex inserts,Volumetric additive manufacturing of complex geometries around complex inserts,Crossref; OpenAlex,1,Scientific Reports(1),10.1038/s41598-026-35258-2(1)
volumetric additive manufacturing of gradient composition glass,Volumetric Additive Manufacturing of Gradient Composition Glass,Crossref; OpenAlex,1,Venue unknown(1),10.2172/3021939(1)
volumetric additive manufacturing of hollow core photonic crystal fiber structures for thz frequencies,Volumetric Additive Manufacturing of Hollow-Core Photonic Crystal Fiber Structures for THz Frequencies,Crossref; OpenAlex,1,2025 Conference on Lasers and Electro-Optics Europe &amp;amp; European Quantum Electronics Conference (CLEO/Europe-EQEC)(1),10.1109/cleo/europe-eqec65582.2025.11109744(1)
volumetric additive manufacturing of sioc by xolography,Volumetric Additive Manufacturing of SiOC by Xolography,Crossref; OpenAlex,1,Small(1),10.1002/smll.202402356(1)
volumetric additive manufacturing a new frontier in layer less 3d printing,Volumetric additive manufacturing: A new frontier in layer-less 3D printing,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104094(1)
volumetric additive manufacturing where do we go from here?,Volumetric additive manufacturing: where do we go from here?,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XVIII(1),10.1117/12.3047445(1)
volumetric fabrication without lenses a world first demonstration,Volumetric fabrication without lenses: a world-first demonstration,Crossref; OpenAlex,1,Laser 3D Manufacturing XIII(1),10.1117/12.3080942(1)
volumetric printing by reverse tomography a new paradigm in additive manufacturing,Volumetric printing by reverse tomography: a new paradigm in additive manufacturing,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3109818(1)
volumetric printing of carbon based architectures,Volumetric printing of carbon-based architectures,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3097608(1)
white paper scalable digital twin capabilities for aging and surveillance of engineered systems,White Paper: Scalable Digital Twin Capabilities for Aging and Surveillance of Engineered Systems,Crossref; OpenAlex,1,Venue unknown(1),10.2172/3001797(1)
wirely an all encompassing universal scalable corrective digital twin for additive manufacturing systems,"WIRELY: An all-encompassing universal, scalable, corrective, digital twin for Additive Manufacturing systems",Crossref; OpenAlex,1,Next Materials(1),10.1016/j.nxmate.2026.102367(1)
fdm fff,МЕЖІ КОМП’ЮТЕРНОГО ЗОРУ В КОНТРОЛІ ЯКОСТІ FDM/FFF ДРУКУ ТА АЛЬТЕРНАТИВНІ МЕТОДИ ДІАГНОСТИКИ,Crossref; OpenAlex,1,Herald of Khmelnytskyi National University. Technical sciences(1),10.31891/2307-5732-2026-365-98(1)
