classification,source_union,dedupe_key,record_count,curated_records,archive_records,title,year,venue,doi,url,archive_reasons
crossref_only,Crossref,doi:10.1115/imece-india2025-159363,1,0,1,Geometrical Study and Characterization of Multi-Material Deposition of Stainless Steel 316L and Inconel 625 Using Coaxial Laser Wire Additive Manufacturing,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-159363,https://doi.org/10.1115/imece-india2025-159363,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-159344,1,0,1,Kinematic Approach to Curved Surface Fabrication Using Multi-Axis 3D Printing for Improved Mechanical Properties,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-159344,https://doi.org/10.1115/imece-india2025-159344,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-161933,1,0,1,Microstructural and Mechanical Characterization of Stepped Functionally Graded Materials Fabricated by Wire-Arc Directed Energy Deposition Process,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-161933,https://doi.org/10.1115/imece-india2025-161933,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-159500,1,0,1,"Multi-Material Additive Manufacturing of Duplex and Austenitic Stainless Steel by Laser Wire DED: A Comprehensive Study of Mechanical, Tribological, and Microstructural Behaviour",2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-159500,https://doi.org/10.1115/imece-india2025-159500,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-161364,1,0,1,Prospects of Direct Ink Writing Fabrication of PVA-Graphite Porous Structure for Battery Applications,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-161364,https://doi.org/10.1115/imece-india2025-161364,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-159890,1,1,0,Selective Micro Laser Melting for Fabrication of Electronic Circuits,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-159890,https://doi.org/10.1115/imece-india2025-159890,
crossref_only,Crossref,doi:10.1115/msec2024-124383,1,0,1,A Study on Digital Twin for Autonomous Robotic Chip Removal Deep Learning Framework on CNC Machine,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-124383,https://doi.org/10.1115/msec2024-124383,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-125094,1,1,0,Advancing Digital Twin Technology in Manufacturing: A Comprehensive Study on Data Capture and Simulation of End Mills,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-125094,https://doi.org/10.1115/msec2024-125094,
crossref_only,Crossref,doi:10.1115/msec2024-124799,1,0,1,Brief Paper: Long-Range Mass Transport Mechanisms in Solid State Sintering for Additive Manufacturing,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-124799,https://doi.org/10.1115/msec2024-124799,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-121979,1,1,0,Digitalization of a Robot-Based Directed Energy Deposition Process for In-Situ Monitoring and Post-Process Data Analytics,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-121979,https://doi.org/10.1115/msec2024-121979,
crossref_only,Crossref,doi:10.1115/msec2024-121253,1,0,1,ImVR: Enabling Immersive Design Exploration and Process Integration for Additive Manufacturing of Complex Organic Geometries,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-121253,https://doi.org/10.1115/msec2024-121253,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-124099,1,0,1,Numerical Simulation of Multi-Material Gyroid Structures Made by Fused Deposition Modeling,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-124099,https://doi.org/10.1115/msec2024-124099,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-125118,1,0,1,Reducing Warpage in Additive Manufacturing With Novel Toolpath Design,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-125118,https://doi.org/10.1115/msec2024-125118,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-125138,1,0,1,Site-Specific Property Informed Interface Design of Multi-Material Laser Powder Bed Fusion,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-125138,https://doi.org/10.1115/msec2024-125138,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-126798,1,1,0,Toolpath Synthesis and Mechanical Properties in Multiplexed Fused Filament Fabrication,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-126798,https://doi.org/10.1115/msec2024-126798,
crossref_only,Crossref,doi:10.1115/msec2024-124636,1,1,0,Understanding Fatigue Life Behavior in Directed Energy Deposition by Utilizing Novel Volumetric Defect Features,2024,Volume 1: Additive Manufacturing; Advanced Materials Manufacturing; Biomanufacturing; Life Cycle Engineering,10.1115/msec2024-124636,https://doi.org/10.1115/msec2024-124636,
crossref_only,Crossref,doi:10.1115/pvp2024-122920,1,1,0,Digital Twin Development for Additive Manufacturing,2024,Volume 1: Codes &amp; Standards; Computer Technology &amp; Bolted Joints,10.1115/pvp2024-122920,https://doi.org/10.1115/pvp2024-122920,
crossref_only,Crossref,doi:10.1115/msec2025-155442,1,0,1,AI-Guided Bayesian Optimization for Predicting Bioink Viscosity in 3D Bioprinting,2025,"Volume 1: Smart Additive Manufacturing; Multi-Material Processing in AM; Advances in Metal AM Processes; In Situ Monitoring, Non-Destructive Evaluation, and Qualification for AM; Advances in Manufacturing and Processing of Polymers and Composites; Laser-Based Advanced Manufacturing and Material Processing; Smart, Innovative, and Low-Cost Tooling Systems for Advanced Materials Manufacturing; Bio-Manufacturing of Engineered Living Materials",10.1115/msec2025-155442,https://doi.org/10.1115/msec2025-155442,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece2024-145821,1,1,0,A Novel Digital Twin Model to Support Intelligent Robotic Manufacturing System According to Industry 4.0 Trends,2024,Volume 2: Advanced Manufacturing,10.1115/imece2024-145821,https://doi.org/10.1115/imece2024-145821,
crossref_only,Crossref,doi:10.1115/imece2024-145273,1,0,1,Digital Twin Enabled Layout Optimization Framework for Photogrammetry Cameras in Reconfigurable Robotic Work Cells,2024,Volume 2: Advanced Manufacturing,10.1115/imece2024-145273,https://doi.org/10.1115/imece2024-145273,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece2024-145165,1,1,0,Digital Twin-Enabled Real-Time Ultrasonic Assessment for Additive Manufacturing,2024,Volume 2: Advanced Manufacturing,10.1115/imece2024-145165,https://doi.org/10.1115/imece2024-145165,
crossref_only,Crossref,doi:10.1115/imece2025-166047,1,0,1,Smart Manufacturing Using Advanced Technologies for Human Robot Collaboration,2025,Volume 2: Advanced Manufacturing,10.1115/imece2025-166047,https://doi.org/10.1115/imece2025-166047,low_relevance:1
crossref_only,Crossref,doi:10.1115/msec2024-125414,1,0,1,Development of Wire Delivery Tool With Desktop 3-D Printer for Multifunctional Additive Manufacturing,2024,Volume 2: Manufacturing Equipment and Automation; Manufacturing Processes; Manufacturing Systems; Nano/Micro/Meso Manufacturing; Quality &amp; Reliability,10.1115/msec2024-125414,https://doi.org/10.1115/msec2024-125414,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-160718,1,0,1,Hybrid Anomaly Detection in Cyber-Physical Systems: Integrating Unsupervised Learning With Explainable AI,2025,Volume 3: Advances in Thermal Technologies; Advances in Semiconductor Manufacturing; Clean Energy Technologies &amp; Systems; Cyber Physical Systems + AI / ML,10.1115/imece-india2025-160718,https://doi.org/10.1115/imece-india2025-160718,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-161210,1,0,1,"Transforming Indian Steel Manufacturing: MCDM-Based Evaluation of Cyber-Physical Systems for Cost Efficiency, Resilience and Sustainability",2025,Volume 3: Advances in Thermal Technologies; Advances in Semiconductor Manufacturing; Clean Energy Technologies &amp; Systems; Cyber Physical Systems + AI / ML,10.1115/imece-india2025-161210,https://doi.org/10.1115/imece-india2025-161210,low_relevance:1
crossref_only,Crossref,doi:10.1115/detc2024-142544,1,0,1,3D Infill Path Generation on Quadric Surfaces for Additive Manufacturing,2024,Volume 3B: 50th Design Automation Conference (DAC),10.1115/detc2024-142544,https://doi.org/10.1115/detc2024-142544,low_relevance:1
crossref_only,Crossref,doi:10.1115/imece-india2025-161398,1,1,0,Shape-Modulating 3D-Printed Omnidirectional Soft Pneumatic Composite Tube Actuator: Clover Leaf Model With Eccentric Holes,2025,Volume 4: Gas Turbines; Pressure Technologies; Robotics &amp; Automation,10.1115/imece-india2025-161398,https://doi.org/10.1115/imece-india2025-161398,
crossref_only,Crossref,doi:10.1115/imece2025-166725,1,1,0,"Design, Analysis and Fabrication of 3D Printed Contracting Soft Actuators",2025,"Volume 5: Dynamics, Vibration, and Control",10.1115/imece2025-166725,https://doi.org/10.1115/imece2025-166725,
crossref_only,Crossref,doi:10.1115/imece2025-167195,1,0,1,AI-Driven Smart Manufacturing: Digital Twin and VR-Enabled Predictive Maintenance for Industrial Efficiency Optimization,2025,Volume 7: Engineering Education; Fluids Engineering,10.1115/imece2025-167195,https://doi.org/10.1115/imece2025-167195,low_relevance:1
crossref_only,Crossref,doi:10.1115/gt2025-154132,1,0,1,Towards a Cyber-Physical Production System With Digital Workpiece Twin for Automated Turbine Blade Repair,2025,"Volume 8: Structures and Dynamics — Bearing &amp; Seal Dynamics; Emerging Methods in Engineering Design, Analysis and Additive Manufacturing; Fatigue, Fracture &amp; Life Prediction; Probabilistic Methods; Rotordynamics",10.1115/gt2025-154132,https://doi.org/10.1115/gt2025-154132,low_relevance:1
crossref_only,Crossref,doi:10.1007/978-3-031-50273-6_15,1,0,1,Robotic Systems for Material Handling: Design Framework and Digital Twins,2024,Warehousing and Material Handling Systems for the Digital Industry,10.1007/978-3-031-50273-6_15,https://doi.org/10.1007/978-3-031-50273-6_15,low_relevance:1
crossref_only,Crossref,doi:10.1007/s40194-026-02353-x,1,0,1,Hot cracking susceptibility evaluation for alloy design and wire arc additive manufacturing of functionally graded materials for harsh service environments,2026,Welding in the World,10.1007/s40194-026-02353-x,https://doi.org/10.1007/s40194-026-02353-x,low_relevance:1
openalex_only,OpenAlex,doi:10.1186/s41205-025-00288-5,1,1,0,3D printed polymers that mimic the mechanical properties of atherosclerotic blood vessels for training models: the advantageous degradation induced by UV radiation and hydrolysis,2025,3D Printing in Medicine,10.1186/s41205-025-00288-5,https://doi.org/10.1186/s41205-025-00288-5,
openalex_only,OpenAlex,doi:10.1108/4dp-11-2025-015,1,0,1,Editorial: 4D materials design and additive manufacturing conference 2025,2025,4D Printing,10.1108/4dp-11-2025-015,https://doi.org/10.1108/4dp-11-2025-015,low_relevance:1
openalex_only,OpenAlex,doi:10.33386/593dp.2026.3.4041,1,0,1,Development of Innovative Capacity in Companies of the Metalworking Sector in the Province of Tungurahua,2026,593 Digital Publisher CEIT,10.33386/593dp.2026.3.4041,https://doi.org/10.33386/593dp.2026.3.4041,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsami.4c01883,1,1,0,Dual-Wavelength Volumetric Microlithography for Rapid Production of 4D Microstructures,2024,ACS Applied Materials & Interfaces,10.1021/acsami.4c01883,https://doi.org/10.1021/acsami.4c01883,
openalex_only,OpenAlex,doi:10.1021/acsami.4c06130,1,1,0,Hot Fingers: Individually Addressable Graphene-Heater Actuated Liquid Crystal Grippers,2024,ACS Applied Materials & Interfaces,10.1021/acsami.4c06130,https://doi.org/10.1021/acsami.4c06130,
openalex_only,OpenAlex,doi:10.1021/acsami.5c08979,1,0,1,Dynamically Switchable 3D Shape-Morphing and Rotation from Liquid Crystal Elastomer Actuators,2025,ACS Applied Materials & Interfaces,10.1021/acsami.5c08979,https://doi.org/10.1021/acsami.5c08979,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsami.5c09353,1,1,0,High-Strength and Fast-Response Liquid Crystal Elastomer Fiber and Fabric Actuators,2025,ACS Applied Materials & Interfaces,10.1021/acsami.5c09353,https://doi.org/10.1021/acsami.5c09353,
openalex_only,OpenAlex,doi:10.1021/acsami.6c04499,1,1,0,"Emerging Trends in Additive Manufacturing for Thermoelectric Devices: Materials, Structures, and Engineering Approaches",2026,ACS Applied Materials & Interfaces,10.1021/acsami.6c04499,https://doi.org/10.1021/acsami.6c04499,
openalex_only,OpenAlex,doi:10.1021/acsami.6c05353,1,0,1,From High-Throughput Screening to Generative Design: Artificial Intelligence-Driven Dielectric Materials Discovery,2026,ACS Applied Materials & Interfaces,10.1021/acsami.6c05353,https://doi.org/10.1021/acsami.6c05353,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsapm.5c02906,1,1,0,Multimaterial Digital Light Processing Three-Dimensional Printing of Materials with Different Relaxation Kinetics,2025,ACS Applied Polymer Materials,10.1021/acsapm.5c02906,https://doi.org/10.1021/acsapm.5c02906,
openalex_only,OpenAlex,doi:10.1021/acsapm.5c02101,1,1,0,Recycling Commodity Plastic Waste for Vat Photopolymerization 3D Printing of High-Performance Polymeric Composites,2025,ACS Applied Polymer Materials,10.1021/acsapm.5c02101,https://doi.org/10.1021/acsapm.5c02101,
openalex_only,OpenAlex,doi:10.1021/acsapm.5c01217,1,1,0,Vat Photopolymerization Printing of Modular Soft Stretchable Low-Cost Elastomers,2025,ACS Applied Polymer Materials,10.1021/acsapm.5c01217,https://doi.org/10.1021/acsapm.5c01217,
openalex_only,OpenAlex,doi:10.1021/acsapm.6c01751,1,1,0,Crystallizable Surfactant-Based Interfacial Layers for Stabilizing Nonaqueous Photocurable Foams,2026,ACS Applied Polymer Materials,10.1021/acsapm.6c01751,https://doi.org/10.1021/acsapm.6c01751,
openalex_only,OpenAlex,doi:10.1021/acsapm.6c00527,1,1,0,The Influence of Vat Photopolymerization Processing Parameters on Semicrystalline Morphology,2026,ACS Applied Polymer Materials,10.1021/acsapm.6c00527,https://doi.org/10.1021/acsapm.6c00527,
openalex_only,OpenAlex,doi:10.1021/acscentsci.4c01507,1,1,0,Multimaterial Thermoset Synthesis: Switching Polymerization Mechanism with Light Dosage,2024,ACS Central Science,10.1021/acscentsci.4c01507,https://doi.org/10.1021/acscentsci.4c01507,
openalex_only,OpenAlex,doi:10.1021/acscentsci.5c00337,1,1,0,Dual-Wavelength Simultaneous Patterning of Degradable Thermoset Supports for One-Pot Embedded 3D Printing,2025,ACS Central Science,10.1021/acscentsci.5c00337,https://doi.org/10.1021/acscentsci.5c00337,
openalex_only,OpenAlex,doi:10.1021/acscentsci.5c00289,1,1,0,Multicolor Digital Light Processing 3D Printing Enables Dissolvable Supports for Freestanding and Non-Assembly Structures,2025,ACS Central Science,10.1021/acscentsci.5c00289,https://doi.org/10.1021/acscentsci.5c00289,
openalex_only,OpenAlex,doi:10.1021/acscentsci.5c02418,1,1,0,Bayesian Optimization of Catalysis with In-Context Learning,2026,ACS Central Science,10.1021/acscentsci.5c02418,https://doi.org/10.1021/acscentsci.5c02418,
openalex_only,OpenAlex,doi:10.1021/acselectrochem.5c00440,1,0,1,High-Throughput Electrochemistry Using Scanning Electrochemical Cells,2026,ACS electrochemistry.,10.1021/acselectrochem.5c00440,https://doi.org/10.1021/acselectrochem.5c00440,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsenergylett.6c01391,1,1,0,From High-Efficiency Devices to Reproducible Manufacturing: Self-driving Laboratories Are Reshaping Perovskite Photovoltaics,2026,ACS Energy Letters,10.1021/acsenergylett.6c01391,https://doi.org/10.1021/acsenergylett.6c01391,
openalex_only,OpenAlex,doi:10.1021/acsomega.4c04123,1,0,1,A Futuristic Development in 3D Printing Technique Using Nanomaterials with a Step Toward 4D Printing,2024,ACS Omega,10.1021/acsomega.4c04123,https://doi.org/10.1021/acsomega.4c04123,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsomega.3c05378,1,1,0,Role of GO and Photoinitiator Concentration on Curing Behavior of PEG-Based Polymer for DLP 3D Printing,2024,ACS Omega,10.1021/acsomega.3c05378,https://doi.org/10.1021/acsomega.3c05378,
openalex_only,OpenAlex,doi:10.1021/acsomega.3c08102,1,1,0,Tailoring of Silicone Urethane Methacrylate Resin for Vat Photopolymerization-Based 3D Printing of Shape Memory Polymers,2024,ACS Omega,10.1021/acsomega.3c08102,https://doi.org/10.1021/acsomega.3c08102,
openalex_only,OpenAlex,doi:10.1021/acsomega.5c01094,1,1,0,Sustainable Graphene Synthesis and Analysis of Graphene-Based PLA Nanocomposites: Impacts of Polymer Functionalization and Potential Applications in Cancer Treatments,2025,ACS Omega,10.1021/acsomega.5c01094,https://doi.org/10.1021/acsomega.5c01094,
openalex_only,OpenAlex,doi:10.1021/acsomega.6c01077,1,1,0,"4D Printing of Renewable Materials Derived from Glycerol and Maleic Anhydride with Tunable Thermal, Mechanical, and Fluorescent Properties",2026,ACS Omega,10.1021/acsomega.6c01077,https://doi.org/10.1021/acsomega.6c01077,
openalex_only,OpenAlex,doi:10.1021/acsomega.6c00575,1,0,1,An Enhanced CAPE-OPEN–Based Digital Twin Platform Architecture for Chemical Processes,2026,ACS Omega,10.1021/acsomega.6c00575,https://doi.org/10.1021/acsomega.6c00575,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsomega.6c03218,1,0,1,Machine Learning-Driven Prediction and Mechanistic Insight into CO <b> <sub>2</sub> </b> Adsorption on Biomass-Derived Activated Carbons Using Explainable AI (XAI),2026,ACS Omega,10.1021/acsomega.6c03218,https://doi.org/10.1021/acsomega.6c03218,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acsomega.6c00683,1,0,1,Variable-Condition Operational Optimization of Oil and Gas Gathering Systems Considering Renewable Energy Accommodation: A Comprehensive Review and Future Perspectives,2026,ACS Omega,10.1021/acsomega.6c00683,https://doi.org/10.1021/acsomega.6c00683,low_relevance:1
openalex_only,OpenAlex,doi:10.1021/acspolymersau.5c00113,1,1,0,Formulation and 3D Printing of PVDF-Containing Photocurable Resins for Digital Light Processing,2025,ACS Polymers Au,10.1021/acspolymersau.5c00113,https://doi.org/10.1021/acspolymersau.5c00113,
openalex_only,OpenAlex,doi:10.1021/acspolymersau.5c00065,1,1,0,Metal Oxide-Functionalized Photopolymers: A Perspective in 3D Printing,2025,ACS Polymers Au,10.1021/acspolymersau.5c00065,https://doi.org/10.1021/acspolymersau.5c00065,
openalex_only,OpenAlex,doi:10.1021/acspolymersau.5c00117,1,1,0,RAFT-Mediated 3D Printing of Polylactones/Itaconate Elastomers with Polypeptide Surface Functionalization,2025,ACS Polymers Au,10.1021/acspolymersau.5c00117,https://doi.org/10.1021/acspolymersau.5c00117,
openalex_only,OpenAlex,doi:10.1021/acspolymersau.5c00192,1,1,0,Limonene as a Renewable Platform Molecule: Chemical Modifications and Polymerization Strategies toward Advanced Materials,2026,ACS Polymers Au,10.1021/acspolymersau.5c00192,https://doi.org/10.1021/acspolymersau.5c00192,
openalex_only,OpenAlex,doi:10.1021/acssuschemeng.5c01470,1,1,0,Sustainable 3D Printing of Transparent SiO<sub>2</sub> Glass Components by a Photocurable Aqueous Suspension Design,2025,ACS Sustainable Chemistry & Engineering,10.1021/acssuschemeng.5c01470,https://doi.org/10.1021/acssuschemeng.5c01470,
openalex_only,OpenAlex,doi:10.1021/acssuschemeng.5c13600,1,1,0,Thiol–Yne Photocurable Isosorbide-Derived Networks: Formulation and 3D Printing,2026,ACS Sustainable Chemistry & Engineering,10.1021/acssuschemeng.5c13600,https://doi.org/10.1021/acssuschemeng.5c13600,
openalex_only,OpenAlex,doi:10.1016/j.actbio.2024.02.009,1,0,1,Digital light 4D printing of bioresorbable shape memory elastomers for personalized biomedical implantation,2024,Acta Biomaterialia,10.1016/j.actbio.2024.02.009,https://doi.org/10.1016/j.actbio.2024.02.009,low_relevance:1
openalex_only,OpenAlex,doi:10.1016/j.actbio.2026.02.035,1,1,0,Toward 4D printed functional soft tissues,2026,Acta Biomaterialia,10.1016/j.actbio.2026.02.035,https://doi.org/10.1016/j.actbio.2026.02.035,
openalex_only,OpenAlex,doi:10.1016/j.actamat.2025.120816,1,1,0,"Defects caused by powder spattering and entrainment in laser powder bed fusion process: High-fidelity modeling of gas, melt pool and powder dynamics",2025,Acta Materialia,10.1016/j.actamat.2025.120816,https://doi.org/10.1016/j.actamat.2025.120816,
openalex_only,OpenAlex,doi:10.2478/ama-2025-0064,1,1,0,A Comprehensive Model of the Abb Irb 2400 For Simulation and Control Applications,2025,Acta Mechanica et Automatica,10.2478/ama-2025-0064,https://doi.org/10.2478/ama-2025-0064,
openalex_only,OpenAlex,doi:10.21496/ams.2025.003,1,1,0,Alternative CAM Solution for Adaptive Robotic Additive Manufacturing,2024,Acta Mechanica Slovaca,10.21496/ams.2025.003,https://doi.org/10.21496/ams.2025.003,
openalex_only,OpenAlex,doi:10.20998/2313-8890.2025.08.04,1,1,0,CONCEPT OF TECHNOLOGICAL SUPPORT FOR PARTS' RESTORATION USING DIGITAL TWINS AND REVERSE REENGINEERING,2025,Actual problems of improving of current legislation of Ukraine,10.20998/2313-8890.2025.08.04,https://doi.org/10.20998/2313-8890.2025.08.04,
openalex_only,OpenAlex,doi:10.3390/act14090432,1,1,0,A Modular Soft Gripper with Embedded Force Sensing and an Iris-Type Cutting Mechanism for Harvesting Medium-Sized Crops,2025,Actuators,10.3390/act14090432,https://doi.org/10.3390/act14090432,
openalex_only,OpenAlex,doi:10.3390/act14100483,1,1,0,From Static to Adaptive: A Systematic Review of Smart Materials and 3D/4D Printing in the Evolution of Assistive Devices,2025,Actuators,10.3390/act14100483,https://doi.org/10.3390/act14100483,
openalex_only,OpenAlex,doi:10.3390/act14100496,1,1,0,Observer-Based Volumetric Flow Control in Nonlinear Electro-Pneumatic Extrusion Actuator with Rheological Dynamics,2025,Actuators,10.3390/act14100496,https://doi.org/10.3390/act14100496,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104519,1,1,0,"3D printing of lignin-based supramolecular topological shape-morphing architectures with high strength, toughness, resolution, and fatigue resistance",2024,Additive manufacturing,10.1016/j.addma.2024.104519,https://doi.org/10.1016/j.addma.2024.104519,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104407,1,0,1,3D volume construction methodology for cold spray additive manufacturing,2024,Additive manufacturing,10.1016/j.addma.2024.104407,https://doi.org/10.1016/j.addma.2024.104407,low_relevance:1
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.103982,1,1,0,An airbrush 3D printer: Additive manufacturing of relaxor ferroelectric actuators,2024,Additive manufacturing,10.1016/j.addma.2024.103982,https://doi.org/10.1016/j.addma.2024.103982,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104232,1,1,0,"An easy-to-build, accessible volumetric 3D printer based on a liquid crystal display for rapid resin development",2024,Additive manufacturing,10.1016/j.addma.2024.104232,https://doi.org/10.1016/j.addma.2024.104232,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104615,1,1,0,Avoiding cracks in multi-material printing by combining laser powder bed fusion with metallic foils: Application to Ti6Al4V-AlSi12 structures,2024,Additive manufacturing,10.1016/j.addma.2024.104615,https://doi.org/10.1016/j.addma.2024.104615,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104301,1,1,0,Bi-metallic lattice structures manufactured via an intralayer multi-material powder bed fusion method,2024,Additive manufacturing,10.1016/j.addma.2024.104301,https://doi.org/10.1016/j.addma.2024.104301,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104154,1,1,0,Discovery of microsegregation-aided transformation and twinning-induced plasticity in low Mn steel through directed energy deposition of functionally graded materials,2024,Additive manufacturing,10.1016/j.addma.2024.104154,https://doi.org/10.1016/j.addma.2024.104154,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104028,1,1,0,Electromagnetic assistance enables 3D printing of silicone-based thin-walled bioinspired soft robots,2024,Additive manufacturing,10.1016/j.addma.2024.104028,https://doi.org/10.1016/j.addma.2024.104028,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104271,1,0,1,Iterative learning for efficient additive mass production,2024,Additive manufacturing,10.1016/j.addma.2024.104271,https://doi.org/10.1016/j.addma.2024.104271,low_relevance:1
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104632,1,0,1,Machine learning enabled discovery of new L-PBF processing domains for Ti-6Al-4V,2024,Additive manufacturing,10.1016/j.addma.2024.104632,https://doi.org/10.1016/j.addma.2024.104632,low_relevance:1
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104238,1,1,0,Material-extrusion based additive manufacturing of BaTiO3 ceramics: from filament production to sintered properties,2024,Additive manufacturing,10.1016/j.addma.2024.104238,https://doi.org/10.1016/j.addma.2024.104238,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104360,1,1,0,Myrcene-itaconate Diels-Alder cycloadducts in the synthesis of photocurable polyesters for the 3D printing of fully biobased resins,2024,Additive manufacturing,10.1016/j.addma.2024.104360,https://doi.org/10.1016/j.addma.2024.104360,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104335,1,1,0,On the correlation between pre-processing workflow and dimensional accuracy of 3D printed parts in high-precision Material Jetting,2024,Additive manufacturing,10.1016/j.addma.2024.104335,https://doi.org/10.1016/j.addma.2024.104335,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104293,1,1,0,Printing path-dependent two-scale models for 3D printed planar auxetics by material extrusion,2024,Additive manufacturing,10.1016/j.addma.2024.104293,https://doi.org/10.1016/j.addma.2024.104293,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104604,1,1,0,Slicing vector fields into tool paths for additive manufacturing of nematic elastomers,2024,Additive manufacturing,10.1016/j.addma.2024.104604,https://doi.org/10.1016/j.addma.2024.104604,
openalex_only,OpenAlex,doi:10.1016/j.addma.2024.104503,1,0,1,ThermoPore: Predicting part porosity based on thermal images using deep learning,2024,Additive manufacturing,10.1016/j.addma.2024.104503,https://doi.org/10.1016/j.addma.2024.104503,low_relevance:1
openalex_only,OpenAlex,doi:10.1201/9781003343868-4,1,1,0,Additive Manufacturing of Metals and Alloys,2025,Additive manufacturing,10.1201/9781003343868-4,https://doi.org/10.1201/9781003343868-4,
openalex_only,OpenAlex,doi:10.1016/j.addma.2025.105022,1,0,1,Bayesian optimization for laser powder bed fusion of defect-free AA2024,2025,Additive manufacturing,10.1016/j.addma.2025.105022,https://doi.org/10.1016/j.addma.2025.105022,low_relevance:1
openalex_only,OpenAlex,doi:10.1016/j.addma.2025.104687,1,1,0,Design and 3D printing of soft optical waveguides towards monolithic perceptive systems,2025,Additive manufacturing,10.1016/j.addma.2025.104687,https://doi.org/10.1016/j.addma.2025.104687,
openalex_only,OpenAlex,doi:10.1016/j.addma.2025.104818,1,1,0,Development of open-architecture two-wavelength grayscale digital light processing for advanced vat photopolymerization,2025,Additive manufacturing,10.1016/j.addma.2025.104818,https://doi.org/10.1016/j.addma.2025.104818,
openalex_only,OpenAlex,doi:10.1016/j.addma.2025.104770,1,1,0,Direct ink writing of magnetic soft materials with optimized printing path,2025,Additive manufacturing,10.1016/j.addma.2025.104770,https://doi.org/10.1016/j.addma.2025.104770,
openalex_only,OpenAlex,doi:10.1016/j.addma.2025.104700,1,1,0,Large-scale additive manufacturing of optimally-embedded spinodal material architectures,2025,Additive manufacturing,10.1016/j.addma.2025.104700,https://doi.org/10.1016/j.addma.2025.104700,
