record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
1542,archive,openalex_only,OpenAlex,Predictive Safety Analytics Model for Early Detection of High-Risk Construction Activities,2026,Global Journal of Engineering and Technology Research,10.65150/ep-gjetr/v2e3/2026-03,https://doi.org/10.65150/ep-gjetr/v2e3/2026-03,low_relevance,1
1543,archive,openalex_only,OpenAlex,"Polymeric soft materials with molecular recognition: From static binding to dynamic functions in gels, particles, and interfaces",2026,Institutional Repositories DataBase (IRDB),10.48505/nims.6295,https://doi.org/10.48505/nims.6295,low_relevance,1
1544,archive,crossref_only,Crossref,Polymer-based functionally graded multi-material additive manufacturing via material extrusion: Interfacial mechanisms and gradient design strategies,2026,Next Materials,10.1016/j.nxmate.2026.102118,https://doi.org/10.1016/j.nxmate.2026.102118,low_relevance,1
1545,archive,openalex_only,OpenAlex,"Polyester Resin–Quartz Composites in the Age of Artificial Intelligence and Digital Twins: Current Advances, Future Perspectives and an Application Example",2026,Polymers,10.3390/polym18060753,https://doi.org/10.3390/polym18060753,low_relevance,1
1546,archive,openalex_only,OpenAlex,Planning-Based Decision Space Exploration for Digital Twins in Immature Production Processes,2026,Journal of Machine Engineering,10.36897/jme/222460,https://doi.org/10.36897/jme/222460,low_relevance,1
1547,archive,openalex_only,OpenAlex,"Place, Identity and Wellbeing: Bradford and Beyond",2026,Internet Archaeology,10.11141/ia.73.4,https://doi.org/10.11141/ia.73.4,low_relevance,1
1548,archive,both_openalex_crossref,Crossref; OpenAlex,Physics-driven Digital Twin Based Architecture of Wire Arc Additive Manufacturing Enabled by Fast Surrogate Calculations,2026,Research Square,10.21203/rs.3.rs-8542145/v1,https://doi.org/10.21203/rs.3.rs-8542145/v1,low_relevance,1
1549,archive,openalex_only,OpenAlex,Physics-Informed Machine Learning for Property Prediction and Process Optimization in Additively Manufactured Filled Polymer Composites: A Bayesian Optimization Approach,2026,Industries,10.3390/industries1010002,https://doi.org/10.3390/industries1010002,low_relevance,1
1550,archive,openalex_only,OpenAlex,"Physics-Grounded Multi-Agent Architecture for Traceable, Risk-Aware Human-AI Decision Support in Manufacturing",2026,ArXiv.org,,https://openalex.org/W7160565349,low_relevance,1
1551,archive,openalex_only,OpenAlex,PhaseTransfer: A transfer learning framework for efficient phase diagram mapping,2026,npj Computational Materials,10.1038/s41524-026-02154-2,https://doi.org/10.1038/s41524-026-02154-2,low_relevance,1
1552,archive,openalex_only,OpenAlex,"Pharmaceutical Supply Chain Management in the Era of Pharma 4.0: AI, Digital Twins, Agentic Systems, and Sustainable Logistics",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20627864,https://doi.org/10.5281/zenodo.20627864,low_relevance,1
1553,archive,openalex_only,OpenAlex,"Pharmaceutical Supply Chain Management in the Era of Pharma 4.0: AI, Digital Twins, Agentic Systems, and Sustainable Logistics",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20627865,https://doi.org/10.5281/zenodo.20627865,low_relevance,1
1554,archive,both_openalex_crossref,Crossref; OpenAlex,Perspective Chapter: Cyber Physical Security in Smart Manufacturing,2026,IntechOpen eBooks,10.5772/intechopen.1013635,https://doi.org/10.5772/intechopen.1013635,low_relevance,1
1555,archive,openalex_only,OpenAlex,Personalized skill transfer optimization in swimming training through multi-agent reinforcement learning driven digital twin environments,2026,Scientific Reports,10.1038/s41598-026-35877-9,https://doi.org/10.1038/s41598-026-35877-9,low_relevance,1
1556,archive,openalex_only,OpenAlex,Performance management with novel technologies : integrating sustainability performance in digital transformation,2026,LUTPub (LUT University),,https://openalex.org/W7154875092,low_relevance,1
1557,archive,crossref_only,Crossref,Path planning strategies for six-axis industrial robot manipulators in wire arc additive manufacturing and polishing,2026,Emerging Trends in Manufacturing Technologies,10.1016/b978-0-443-33645-4.00014-0,https://doi.org/10.1016/b978-0-443-33645-4.00014-0,low_relevance,1
1558,archive,openalex_only,OpenAlex,Part I: Industrial Information Integration Review 2020–2025,2026,Journal of Emerging Technologies With Industrial Applications,10.53941/jetia.2026.100001,https://doi.org/10.53941/jetia.2026.100001,low_relevance,1
1559,archive,openalex_only,OpenAlex,PAT for Process Modelling,2026,Venue unknown,10.1201/9781032662961-7,https://doi.org/10.1201/9781032662961-7,low_relevance,1
1560,archive,both_openalex_crossref,Crossref; OpenAlex,Overview of STEP-NC and Its Role in Advanced Manufacturing,2026,Transforming Manufacturing With STEP-NC,10.4018/979-8-3373-6214-4.ch001,https://doi.org/10.4018/979-8-3373-6214-4.ch001,low_relevance,1
1561,archive,openalex_only,OpenAlex,Overcoming Roadblocks for Implementing AI/ML Methods for Materials Advancement,2026,Annual Review of Materials Research,10.1146/annurev-matsci-072924-102951,https://doi.org/10.1146/annurev-matsci-072924-102951,low_relevance,1
1562,archive,crossref_only,Crossref,OrigaMatic: A Computational Workflow for Multi-Material Design Bridging Thick-Panel Origami and Additive Manufacturing,2026,Journal of Mechanisms and Robotics,10.1115/1.4069976,https://doi.org/10.1115/1.4069976,low_relevance,1
1563,archive,openalex_only,OpenAlex,Organisational cybersecurity challenges in digital twin development: A critical analysis and research directions,2026,Computers & Security,10.1016/j.cose.2026.105001,https://doi.org/10.1016/j.cose.2026.105001,low_relevance,1
1564,archive,openalex_only,OpenAlex,Optimizing material and process parameters in laser engineered net shaping using liquid neural networks,2026,Scientific Reports,10.1038/s41598-026-52507-6,https://doi.org/10.1038/s41598-026-52507-6,low_relevance,1
1565,archive,openalex_only,OpenAlex,Optimizing assembly line productivity in passenger car manufacturing: a comprehensive review with evidence from the Pune automotive region,2026,Frontiers in Mechanical Engineering,10.3389/fmech.2026.1808820,https://doi.org/10.3389/fmech.2026.1808820,low_relevance,1
1566,archive,crossref_only,Crossref,Optimization of path planning for reinforcing panel structures using directed energy deposition additive manufacturing process,2026,Engineering Computations,10.1108/ec-10-2025-1127,https://doi.org/10.1108/ec-10-2025-1127,low_relevance,1
1567,archive,openalex_only,OpenAlex,Optimization of food production efficiency using adaptive digital modeling and digital twin technologies,2026,Bulletin of the National Engineering Academy of the Republic of Kazakhstan,10.47533/2026.1606-146x.1-01,https://doi.org/10.47533/2026.1606-146x.1-01,low_relevance,1
1568,archive,crossref_only,Crossref,Optimization of Tool Path Planning in Additive Manufacturing Using Euler Transformation,2026,IEEE ICCBE 2025,10.3390/engproc2026128048,https://doi.org/10.3390/engproc2026128048,low_relevance,1
1569,archive,openalex_only,OpenAlex,Optimal sequential decision-making for error propagation mitigation in digital twins,2026,ArXiv.org,,https://openalex.org/W7157506201,low_relevance,1
1570,archive,openalex_only,OpenAlex,Operationalizing the Twin Transition: A Cross-Sector DigiCircular Digital Twin Framework for Sustainable Production and Consumption,2026,Research Square,10.21203/rs.3.rs-9717799/v1,https://doi.org/10.21203/rs.3.rs-9717799/v1,low_relevance,1
1571,archive,crossref_only,Crossref,Operationalising Digital Circularity: A Critical Systematic Review of Artificial Intelligence Applications to Material and Digital Product Passports,2026,Buildings,10.3390/buildings16112048,https://doi.org/10.3390/buildings16112048,low_relevance,1
1572,archive,crossref_only,Crossref,Open-source multi-material multi-resolution inkjet printer based on solenoid valves,2026,Venue unknown,10.2139/ssrn.6736132,https://doi.org/10.2139/ssrn.6736132,low_relevance,1
1573,archive,crossref_only,Crossref,Open collaborative AI platform to support process optimization for semiconductor industry with digital twin,2026,DTCO and Computational Patterning V,10.1117/12.3090718,https://doi.org/10.1117/12.3090718,low_relevance,1
1574,archive,openalex_only,OpenAlex,Open Multimodal Datasets and Open-Source Software for Data-Driven Modeling of Multiphase Transport and Thermal Systems,2026,ArXiv.org,,https://openalex.org/W7162474695,low_relevance,1
1575,archive,both_openalex_crossref,Crossref; OpenAlex,One‐Shot Multimaterial 3D Printing of a Flexible Spine for a Robotic Fish Prototype,2026,Advanced Intelligent Systems,10.1002/aisy.70431,https://doi.org/10.1002/aisy.70431,low_relevance,1
1576,archive,openalex_only,OpenAlex,On digital twins in defense: overview and applications,2026,The Journal of Defense Modeling and Simulation Applications Methodology Technology,10.1177/15485129261441817,https://doi.org/10.1177/15485129261441817,low_relevance,1
1577,archive,openalex_only,OpenAlex,Novel Polymer Materials: From Sustainable Discovery to Advanced Drug Delivery Applications,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20022075,https://doi.org/10.5281/zenodo.20022075,low_relevance,1
1578,archive,openalex_only,OpenAlex,Novel Polymer Materials: From Sustainable Discovery to Advanced Drug Delivery Applications,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20022074,https://doi.org/10.5281/zenodo.20022074,low_relevance,1
1579,archive,crossref_only,Crossref,Non‐Radical Photocured 3D Printing of Liquid Crystal Elastomers,2026,Angewandte Chemie,10.1002/ange.202523022,https://doi.org/10.1002/ange.202523022,low_relevance,1
1580,archive,crossref_only,Crossref,Non‐Radical Photocured 3D Printing of Liquid Crystal Elastomers,2026,Angewandte Chemie International Edition,10.1002/anie.202523022,https://doi.org/10.1002/anie.202523022,low_relevance,1
1581,archive,crossref_only,Crossref,Non‐Planar Slicing and Inverse‐Projection Path Planning for Three‐Axis Coordinated Additive Manufacturing of Continuous Fiber Composites,2026,Polymer Composites,10.1002/pc.71100,https://doi.org/10.1002/pc.71100,low_relevance,1
1582,archive,crossref_only,Crossref,Noninvasive Digital Twin for Pedagogical Purposes in Digital Manufacturing,2026,Lecture Notes in Mechanical Engineering,10.1007/978-981-95-2543-0_18,https://doi.org/10.1007/978-981-95-2543-0_18,low_relevance,1
1583,archive,openalex_only,OpenAlex,"Next-Generation Manufacturing Technologies for High-Performance Turbomachinery Blades: Trends, Challenges, and Future Directions",2026,Eng—Advances in Engineering,10.3390/eng7050225,https://doi.org/10.3390/eng7050225,low_relevance,1
1584,archive,openalex_only,OpenAlex,Next-Generation ECE Hardware Framework for IoT Using Generative AI and Edge Intelligence for Real-Time Smart Applications,2026,International Journal of Computer Engineering in Research Trends,10.22362/ijcert/2026/v13/i3/v13i303,https://doi.org/10.22362/ijcert/2026/v13/i3/v13i303,low_relevance,1
1585,archive,both_openalex_crossref,Crossref; OpenAlex,Near term new thinking,2026,Navigating an Evolving Sustainable Built Environment,10.1108/978-1-83662-850-720261009,https://doi.org/10.1108/978-1-83662-850-720261009,low_relevance,1
1586,archive,crossref_only,Crossref,Navigating Ternary Doping in Li‐ion Cathodes With Closed‐Loop Multi‐Objective Bayesian Optimization,2026,Advanced Materials,10.1002/adma.202519790,https://doi.org/10.1002/adma.202519790,low_relevance,1
1587,archive,crossref_only,Crossref,"Nanostructured Multi-Material Alloys Synthesised through Hybrid Additive manufacturing/severe Plastic Deformation Approach: Process, Microstructures, Properties, and Opportunities",2026,"Atomic and Near-atomic Scale Additive Manufacturing Processes: Progress, Challenges, and Circular Economy",10.1115/1.889114_ch7,https://doi.org/10.1115/1.889114_ch7,low_relevance,1
1588,archive,openalex_only,OpenAlex,"Nanomedicine in 2026: Illustrative Quantitative Analyses of EPR Heterogeneity, Clinical Trial Attrition, and Emerging Horizons for Active Nanotherapeutics",2026,International Journal of Nanomedicine,10.2147/ijn.s618407,https://doi.org/10.2147/ijn.s618407,low_relevance,1
1589,archive,crossref_only,Crossref,Multi‐material additive manufacturing of functionally graded ultra‐high temperature ceramics via active in‐line mixing,2026,International Journal of Applied Ceramic Technology,10.1111/ijac.70130,https://doi.org/10.1111/ijac.70130,low_relevance,1
1590,archive,crossref_only,Crossref,Multimaterial 4D printing of adaptive and reconfigurable auxetic metastructures,2026,4D Printing,10.1108/4dp-12-2025-0023,https://doi.org/10.1108/4dp-12-2025-0023,low_relevance,1
1591,archive,openalex_only,OpenAlex,Multilayer network approaches to omics data integration in digital twins for cancer research,2026,Frontiers in Systems Biology,10.3389/fsysb.2026.1776941,https://doi.org/10.3389/fsysb.2026.1776941,low_relevance,1
1592,archive,crossref_only,Crossref,Multifactor-constrained path planning method for high-quality additive manufacturing of continuous fiber-reinforced composites thin-walled structures,2026,Composites Part B: Engineering,10.1016/j.compositesb.2026.113388,https://doi.org/10.1016/j.compositesb.2026.113388,low_relevance,1
1593,archive,openalex_only,OpenAlex,"Multidimensional Resilience for Electrical Power Systems: Systematic Review, Integrated Index, and Validation under Real-World Cyber-Physical Attack Scenarios",2026,arXiv (Cornell University),,https://openalex.org/W7164234336,low_relevance,1
1594,archive,crossref_only,Crossref,Multi-strategy integrated general toolpath planning framework for continuous fiber-reinforced polymer additive manufacturing,2026,Composite Structures,10.1016/j.compstruct.2026.120395,https://doi.org/10.1016/j.compstruct.2026.120395,low_relevance,1
1595,archive,openalex_only,OpenAlex,Multi-scale digital twins for personalized medicine,2026,Frontiers in Digital Health,10.3389/fdgth.2026.1753906,https://doi.org/10.3389/fdgth.2026.1753906,low_relevance,1
1596,archive,crossref_only,Crossref,Multi-material structural optimization for additive manufacturing based on a phase field approach,2026,Optimization and Engineering,10.1007/s11081-026-10098-1,https://doi.org/10.1007/s11081-026-10098-1,low_relevance,1
1597,archive,both_openalex_crossref,Crossref; OpenAlex,"Multi-material glass additive manufacturing: a review of materials, techniques, and integration challenges",2026,Progress in Additive Manufacturing,10.1007/s40964-026-01543-9,https://doi.org/10.1007/s40964-026-01543-9,low_relevance,1
1598,archive,crossref_only,Crossref,Multi-material co-extrusion for precise 3D printing of miniaturized wearable TENG sensors,2026,Nano Energy,10.1016/j.nanoen.2025.111593,https://doi.org/10.1016/j.nanoen.2025.111593,low_relevance,1
1599,archive,crossref_only,Crossref,Multi-material Direct Ink Writing and Embroidery for Stretchable Wearable Sensors,2026,2026 IEEE 9th International Conference on Soft Robotics (RoboSoft),10.1109/robosoft67810.2026.11522918,https://doi.org/10.1109/robosoft67810.2026.11522918,low_relevance,1
1600,archive,crossref_only,Crossref,Multi-material 3D concrete printing: Automated hybrid reinforcements using textile and strain-hardening cementitious composites,2026,Cement and Concrete Composites,10.1016/j.cemconcomp.2025.106361,https://doi.org/10.1016/j.cemconcomp.2025.106361,low_relevance,1
1601,archive,openalex_only,OpenAlex,Multi-Phase Demand Modeling and Simulation of Mission-Oriented Supply Chains Using Digital Twin and Adaptive PSO,2026,Processes,10.3390/pr14030468,https://doi.org/10.3390/pr14030468,low_relevance,1
1602,archive,crossref_only,Crossref,Multi-Material Extrusion-Based 3D Printing of Hybrid Scaffolds for Tissue Engineering Application,2026,Gels,10.3390/gels12020123,https://doi.org/10.3390/gels12020123,low_relevance,1
1603,archive,both_openalex_crossref,Crossref; OpenAlex,Modern Machine Learning in Thin Film Device Development,2026,Venue unknown,10.36227/techrxiv.177138925.57781587/v1,https://doi.org/10.36227/techrxiv.177138925.57781587/v1,low_relevance,1
1604,archive,openalex_only,OpenAlex,Modeling and Simulation of Multi-Layer WAAM Structures for Digital Twin Integration,2026,Journal of Manufacturing and Materials Processing,10.3390/jmmp10030106,https://doi.org/10.3390/jmmp10030106,low_relevance,1
1605,archive,openalex_only,OpenAlex,"Model-based digital twin engineering: insights, challenges, and future directions",2026,Software & Systems Modeling,10.1007/s10270-026-01368-8,https://doi.org/10.1007/s10270-026-01368-8,low_relevance,1
1606,archive,openalex_only,OpenAlex,Microstructure-based variational deep material networks for robust uncertainty quantification in materials digital twins,2026,npj Computational Materials,10.1038/s41524-026-02054-5,https://doi.org/10.1038/s41524-026-02054-5,low_relevance,1
1607,archive,crossref_only,Crossref,Microstructure and corrosion of SS316L–IN718 functionally graded structure deposited using twin-wire gas tungsten arc-based wire and arc additive manufacturing,2026,International Journal of Pressure Vessels and Piping,10.1016/j.ijpvp.2026.105845,https://doi.org/10.1016/j.ijpvp.2026.105845,low_relevance,1
1608,archive,openalex_only,OpenAlex,Metric Driven Framework for Evaluaiton of Logistics in PHM,2026,elib (German Aerospace Center),,https://openalex.org/W7161220351,low_relevance,1
1609,archive,crossref_only,Crossref,MedVision 3D: Transfer Learning–Enabled Automated Bolus Generation via Multi-Material 3D Printing for Precision Radiotherapy,2026,2026 7th International Conference on Mechatronics Technology and Intelligent Manufacturing (ICMTIM),10.1109/icmtim69588.2026.11526335,https://doi.org/10.1109/icmtim69588.2026.11526335,low_relevance,1
1610,archive,crossref_only,Crossref,"Mechanistic Models, Machine Learning, and Digital Twins in Additive Manufacturing",2026,Theory and Practice of Additive Manufacturing,10.1002/9781394442942.ch12,https://doi.org/10.1002/9781394442942.ch12,low_relevance,1
1611,archive,openalex_only,OpenAlex,"Mechanism-Based Degradation and Structural Integrity of Marine Renewable Energy Systems: Multiscale Modelling, Materials Challenges, and Future Qualification Frameworks",2026,Preprints.org,10.20944/preprints202604.1110.v1,https://doi.org/10.20944/preprints202604.1110.v1,low_relevance,1
1612,archive,openalex_only,OpenAlex,Mechanism and Experimental Investigation of Variable Stiffness in Soft Actuators Based on Particles Jamming,2026,SAE technical papers on CD-ROM/SAE technical paper series,10.4271/2026-99-0746,https://doi.org/10.4271/2026-99-0746,low_relevance,1
1613,archive,both_openalex_crossref,Crossref; OpenAlex,Mechanical and Microstructural Characterization of AISI 410 Stainless Steel–Inconel 625 Functionally Graded Bimetallic Wall Fabricated by Wire Arc Additive Manufacturing,2026,steel research international,10.1002/srin.202501158,https://doi.org/10.1002/srin.202501158,low_relevance,1
1614,archive,crossref_only,Crossref,Mechanical Nitriding of Titanium and Its Alloys as a Feedstock for the Additive Manufacturing of Functionally Graded Materials,2026,Materials,10.3390/ma19061115,https://doi.org/10.3390/ma19061115,low_relevance,1
1615,archive,openalex_only,OpenAlex,Materials by machines: A review on intuition and knowledge-driven learning for rapid discovery and optimization,2026,Materials Research Bulletin,10.1016/j.materresbull.2026.114251,https://doi.org/10.1016/j.materresbull.2026.114251,low_relevance,1
1616,archive,openalex_only,OpenAlex,Material and Technological Optimization of a 3D-Printed Hand Exoskeleton Within the Industry 4.0/5.0/6.0 Paradigms: A Short Review,2026,Applied Sciences,10.3390/app16031538,https://doi.org/10.3390/app16031538,low_relevance,1
1617,archive,openalex_only,OpenAlex,Machine learning-guided optimization of atomic layer deposition process,2026,Communications Materials,10.1038/s43246-026-01206-w,https://doi.org/10.1038/s43246-026-01206-w,low_relevance,1
1618,archive,both_openalex_crossref,Crossref; OpenAlex,Machine learning-driven digital twin for real-time temperature prediction and adaptive process control in large-scale additive manufacturing,2026,Journal of Manufacturing Systems,10.1016/j.jmsy.2026.05.003,https://doi.org/10.1016/j.jmsy.2026.05.003,low_relevance,1
1619,archive,crossref_only,Crossref,Machine learning-based microhardness prediction and microstructural analysis of Stainless Steel 316-Inconel 718 functionally graded material through metal additive manufacturing,2026,Rapid Prototyping Journal,10.1108/rpj-03-2025-0093,https://doi.org/10.1108/rpj-03-2025-0093,low_relevance,1
1620,archive,openalex_only,OpenAlex,"Machine learning-aided design of metallic mechanical metamaterials: fabrication-aware modelling, property prediction, and inverse design",2026,Virtual and Physical Prototyping,10.1080/17452759.2026.2668249,https://doi.org/10.1080/17452759.2026.2668249,low_relevance,1
1621,archive,openalex_only,OpenAlex,"Machine learning in thermal spraying: applications, challenges, and future perspectives",2026,Surface Science and Technology,10.1007/s44251-025-00113-5,https://doi.org/10.1007/s44251-025-00113-5,low_relevance,1
1622,archive,crossref_only,Crossref,Machine Learning‐Assisted Inverse Design of 3D Shape Morphing in Liquid Crystal Elastomer Composite Strips,2026,Advanced Functional Materials,10.1002/adfm.202526924,https://doi.org/10.1002/adfm.202526924,low_relevance,1
1623,archive,openalex_only,OpenAlex,Machine Learning-Driven Prediction and Mechanistic Insight into CO <b> <sub>2</sub> </b> Adsorption on Biomass-Derived Activated Carbons Using Explainable AI (XAI),2026,ACS Omega,10.1021/acsomega.6c03218,https://doi.org/10.1021/acsomega.6c03218,low_relevance,1
1624,archive,openalex_only,OpenAlex,"Machine Learning for Process Optimization and Defect Detection in Metal Additive Manufacturing: A Critical Review of Algorithms, In-Situ Monitoring Strategies, and Quality Assurance Frameworks",2026,Journal of Mechanical Engineering and Manufacturing,10.53941/jmem.2026.100022,https://doi.org/10.53941/jmem.2026.100022,low_relevance,1
1625,archive,openalex_only,OpenAlex,Machine Learning for Materials Discovery and Prediction: Accelerating Innovation in Drug Development and Beyond,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20022005,https://doi.org/10.5281/zenodo.20022005,low_relevance,1
1626,archive,openalex_only,OpenAlex,Machine Learning for Materials Discovery and Prediction: Accelerating Innovation in Drug Development and Beyond,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20022004,https://doi.org/10.5281/zenodo.20022004,low_relevance,1
1627,archive,openalex_only,OpenAlex,ML-driven unity/WebGL digital twin with RGB sensing for bioleaching process control,2026,UPCommons institutional repository (Universitat Politècnica de Catalunya),10.1109/tii.2026.3679379,https://doi.org/10.1109/tii.2026.3679379,low_relevance,1
1628,archive,openalex_only,OpenAlex,ML-accelerated pipeline for understanding atomistic hardening of MPEAs and predicting hardness in additive manufacturing,2026,VTechWorks (Virginia Tech),,https://openalex.org/W7163851953,low_relevance,1
1629,archive,crossref_only,Crossref,Leveraging Digital Twin Technologies for Resource-Efficient Manufacturing in Circular Economy Models,2026,Venue unknown,10.2139/ssrn.6318000,https://doi.org/10.2139/ssrn.6318000,low_relevance,1
1630,archive,openalex_only,OpenAlex,Large Language and Foundation Models for Machinery Health Monitoring: A Systematic Review,2026,Applied Sciences,10.3390/app16052493,https://doi.org/10.3390/app16052493,low_relevance,1
1631,archive,openalex_only,OpenAlex,Large Language Models for Intelligent Decision Support in Inventory and Supply Chain Operations: A Systematic Literature Review,2026,Journal of Information Systems and Informatics,10.63158/journalisi.v8i2.1540,https://doi.org/10.63158/journalisi.v8i2.1540,low_relevance,1
1632,archive,openalex_only,OpenAlex,Lab-on-a-Chip and Microfluidics Technologies for Nano Drug Delivery,2026,Bioengineering,10.3390/bioengineering13030363,https://doi.org/10.3390/bioengineering13030363,low_relevance,1
1633,archive,openalex_only,OpenAlex,LLM-powered natural language interaction for voxel-based underground digital twin using task-aware retrieval and prompt engineering,2026,Automation in Construction,10.1016/j.autcon.2026.107072,https://doi.org/10.1016/j.autcon.2026.107072,low_relevance,1
1634,archive,openalex_only,OpenAlex,LLM-Guided Open Hypothesis Learning from Autonomous Scanning Probe Microscopy Experiments,2026,arXiv (Cornell University),10.48550/arxiv.2605.06839,https://doi.org/10.48550/arxiv.2605.06839,low_relevance,1
1635,archive,openalex_only,OpenAlex,LLM-Guided Open Hypothesis Learning from Autonomous Scanning Probe Microscopy Experiments,2026,ArXiv.org,,https://openalex.org/W7160968420,low_relevance,1
1636,archive,openalex_only,OpenAlex,L'intelligenza artificiale come modello della realtà. Riflessioni intorno ai gemelli digitali,2026,RIVISTA GEOGRAFICA ITALIANA,10.3280/rgioa1-2026oa22427,https://doi.org/10.3280/rgioa1-2026oa22427,low_relevance,1
1637,archive,openalex_only,OpenAlex,Knowledge-Informed Technology-Enabled Asset Management and Compliance Assurance in Construction: A Systematic Grey Literature Review,2026,Buildings,10.3390/buildings16071434,https://doi.org/10.3390/buildings16071434,low_relevance,1
1638,archive,crossref_only,Crossref,Knowledge Grounding as the Bottleneck in Text-to-3D Generation for Digital Twin Deployment,2026,Venue unknown,10.2139/ssrn.6879762,https://doi.org/10.2139/ssrn.6879762,low_relevance,1
1639,archive,openalex_only,OpenAlex,Kinetic-Aware Distributionally Robust HVAC Optimization for Multi-Zone Building Systems with Physics-Informed Reinforcement Learning,2026,Buildings,10.3390/buildings16091839,https://doi.org/10.3390/buildings16091839,low_relevance,1
1640,archive,openalex_only,OpenAlex,"Kavier: Exploring Performance, Sustainability, and Efficiency of LLM Ecosystems under Inference through Cache-Aware Discrete-Event Simulation",2026,arXiv (Cornell University),,https://openalex.org/W7162606149,low_relevance,1
1641,archive,openalex_only,OpenAlex,KAPPS: A knowledge-based CPPS Architecture for the Circular Factory,2026,ArXiv.org,,https://openalex.org/W7162218672,low_relevance,1
1642,archive,openalex_only,OpenAlex,It Takes Two to Co-Create: Digital Twin Mechanism for Value Co-Creation,2026,Venue unknown,10.18690/um.fov.4.2026.55,https://doi.org/10.18690/um.fov.4.2026.55,low_relevance,1
1643,archive,openalex_only,OpenAlex,"IoT–AI Convergence in Smart Manufacturing: A Survey of Technologies, Applications, And Challenges",2026,Engineering and Technology Journal,10.47191/etj/v11i04.02,https://doi.org/10.47191/etj/v11i04.02,low_relevance,1
1644,archive,openalex_only,OpenAlex,IoT-Enhanced CNN-Based Labelled Crack Detection for Additive Manufacturing Image Annotation in Industry 4.0,2026,ArXiv.org,,https://openalex.org/W7158422369,low_relevance,1
1645,archive,both_openalex_crossref,Crossref; OpenAlex,Introduction to Additive Manufacturing of Alloys,2026,Metal Additive Manufacturing,10.1201/9781003731559-1,https://doi.org/10.1201/9781003731559-1,low_relevance,1
1646,archive,openalex_only,OpenAlex,"Internet of Things for Industry 4.0: A Systematic Literature Review of Technologies, Architectures, Applications, and Challenges",2026,IoT,10.3390/iot7020046,https://doi.org/10.3390/iot7020046,low_relevance,1
1647,archive,crossref_only,Crossref,Intelligent support-free additive manufacturing path planning via method library and neural network,2026,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2025.103156,https://doi.org/10.1016/j.rcim.2025.103156,low_relevance,1
1648,archive,openalex_only,OpenAlex,Intelligent framework for radio resource management for future heterogeneous wireless networks,2026,Espace École de technologie supérieure (École de technologie supérieure),,https://openalex.org/W7162232634,low_relevance,1
1649,archive,openalex_only,OpenAlex,"Intelligent composite 3D printing: the role of artificial intelligence, machine learning, and in-situ monitoring in next-generation additive manufacturing",2026,Frontiers in Mechanical Engineering,10.3389/fmech.2026.1774757,https://doi.org/10.3389/fmech.2026.1774757,low_relevance,1
1650,archive,openalex_only,OpenAlex,Intelligent PID-based control systems for adaptive and sustainable manufacturing,2026,International Journal of Systems Assurance Engineering and Management,10.1007/s13198-026-03315-8,https://doi.org/10.1007/s13198-026-03315-8,low_relevance,1
1651,archive,openalex_only,OpenAlex,Intelligent Non-Destructive Evaluation of Additively Manufactured Metal Parts: From Advanced Inspections to Data-Driven Quality Predictions,2026,Journal of Manufacturing and Materials Processing,10.3390/jmmp10050175,https://doi.org/10.3390/jmmp10050175,low_relevance,1
1652,archive,crossref_only,Crossref,Intelligent Digital Twin-Based Control of Filament Winding Processes on CNC Machines,2026,Lighting Engineering &amp; Power Engineering,10.33042/2079-424x.2026.65.1.01,https://doi.org/10.33042/2079-424x.2026.65.1.01,low_relevance,1
1653,archive,openalex_only,OpenAlex,Integration of Optical 3D Measurement Technology into a Cyber-Physical Production System for Wire Arc Additive Manufacturing,2026,PureMUL,10.34901/mul.pub.2026.101,https://doi.org/10.34901/mul.pub.2026.101,low_relevance,1
1654,archive,openalex_only,OpenAlex,Integration of Digital Twins and IoT Sensors to Support Monitoring Accuracy and Maintenance Effectiveness in the Manufacturing Industry in the Cikarang Region,2026,West Science Interdisciplinary Studies,10.58812/wsis.v4i05.2860,https://doi.org/10.58812/wsis.v4i05.2860,low_relevance,1
1655,archive,openalex_only,OpenAlex,Integration Of Artificial Intelligence And Machine Learning In Quality By Design (Qbd) And Process Analytical Technology (PAT) For Real-Time Monitoring And Predictive Quality Control In Pharmaceutical Manufacturing: A Comprehensive Review,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20560002,https://doi.org/10.5281/zenodo.20560002,low_relevance,1
1656,archive,openalex_only,OpenAlex,Integration Of Artificial Intelligence And Machine Learning In Quality By Design (Qbd) And Process Analytical Technology (PAT) For Real-Time Monitoring And Predictive Quality Control In Pharmaceutical Manufacturing: A Comprehensive Review,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20560003,https://doi.org/10.5281/zenodo.20560003,low_relevance,1
