id,title,authors,year,venue,doi,url,source,metadata_source,crossref_type,crossref_collection_route,crossref_target_venue,crossref_target_issn,issn,issn_l,publisher,publication_type,venue_trust,venue_trust_reason,corresponding_authors,corresponding_author_available,corresponding_author_source,openalex_checked,openalex_used_for,openalex_crosscheck_work_id,is_core_venue,core_status,venue_scope,core_source,categories,tags,relevance_score,summary_provider,openai_summary_applied,abstract_used_for_summary,raw_abstract_displayed,pdf_stored,first_added,last_updated
10.1021/acsami.4c20608,Vat Photopolymerization Additive Manufacturing of WC-Co Hardmetals Enabled by In Situ Polymerization-Induced Microencapsulation,"[""Zhanhe Liu"", ""Zirui Liu"", ""Kechao Zhou"", ""Zihang Chen"", ""Kaihua Shi"", ""Xinyu Wang"", ""Chaoqun Peng"", ""Richu Wang"", ""Shlomo Magdassi"", ""Jin He"", ""Xiaofeng Wang""]",2025,ACS Applied Materials & Interfaces,10.1021/acsami.4c20608,https://doi.org/10.1021/acsami.4c20608,"[""Crossref""]",crossref,journal-article,issn_venue_query,ACS Applied Materials & Interfaces,1944-8244,"[""1944-8244"", ""1944-8252""]",,American Chemical Society (ACS),journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Xinyu Wang"", ""openalex_author_id"": null, ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Materials Science and Engineering, Central South University, Changsha 410083, China"", ""State Key Laboratory of Powder Metallurgy, Central South University, Changsha 410083, China""]}, {""name"": ""Jin He"", ""openalex_author_id"": ""https://openalex.org/A5061554742"", ""orcid"": ""https://orcid.org/0000-0002-9570-5921"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Hebrew University of Jerusalem"", ""ror"": ""https://ror.org/03qxff017"", ""country_code"": ""IL"", ""type"": ""education""}, {""name"": ""Chinese Academy of Sciences"", ""ror"": ""https://ror.org/034t30j35"", ""country_code"": ""CN"", ""type"": ""government""}, {""name"": ""Shanghai Institute of Optics and Fine Mechanics"", ""ror"": ""https://ror.org/03g897070"", ""country_code"": ""CN"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""CAS Key Laboratory of Materials for High Power Lasers, Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences, Shanghai 201800, China"", ""Casali Center of Applied Chemistry, Institute of Chemistry, The Hebrew University of Jerusalem, Jerusalem 9190401, Israel"", ""State Key Laboratory of Powder Metallurgy, Central South University, Changsha 410083, China""]}, {""name"": ""Xiaofeng Wang"", ""openalex_author_id"": null, ""orcid"": ""https://orcid.org/0000-0002-9913-1064"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Materials Science and Engineering, Central South University, Changsha 410083, China"", ""State Key Laboratory of Powder Metallurgy, Central South University, Changsha 410083, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4406419491,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Material Distribution Optimization""]","[""additive manufacturing"", ""hardmetals"", ""Vat photopolymerization"", ""microencapsulation""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1142/s2424905x25500096,VACM: a 3D-printed High Performance Vacuum-actuated Origami Soft Actuator,"[""Shashwat Sharma"", ""Weida Hua"", ""Maadaa Bayarsaikhan"", ""Alex Wang"", ""Junichi Tokuda"", ""Rui Li""]",2025,Journal of Medical Robotics Research,10.1142/s2424905x25500096,https://doi.org/10.1142/s2424905x25500096,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2424-905X"", ""2424-9068""]",,World Scientific Pub Co Pte Ltd,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4411497252,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM""]","[""FDM/Material extrusion"", ""Soft robotics""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1007/s40964-024-00758-y,Using viscoplastic fluid to suppress part sedimentation in volumetric additive manufacturing,"[""Roozbeh Salajeghe"", ""Berin Šeta"", ""Deepak Marla"", ""Jon Spangenberg""]",2025,Progress in Additive Manufacturing,10.1007/s40964-024-00758-y,https://doi.org/10.1007/s40964-024-00758-y,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2363-9512"", ""2363-9520""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Roozbeh Salajeghe"", ""openalex_author_id"": ""https://openalex.org/A5051811793"", ""orcid"": ""https://orcid.org/0000-0002-6239-4311"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Technical University of Denmark"", ""ror"": ""https://ror.org/04qtj9h94"", ""country_code"": ""DK"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Civil and Mechanical Engineering, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4401809450,True,core,core,manual_core_venue,"[""Material Distribution Optimization"", ""Computational Design""]","[""viscoplastic fluid"", ""volumetric additive manufacturing"", ""sedimentation"", ""numerical simulations""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1002/adfm.202406890,Unprecedented Strength Enhancement Observed in Interpenetrating Phase Composites of Aperiodic Lattice Metamaterials,"[""Xinxin Wang"", ""Zhendong Li"", ""Junjie Deng"", ""Tianyu Gao"", ""Kexin Zeng"", ""Xiao Guo"", ""Xinwei Li"", ""Wei Zhai"", ""Zhonggang Wang""]",2025,Advanced Functional Materials,10.1002/adfm.202406890,https://doi.org/10.1002/adfm.202406890,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Zhendong Li"", ""openalex_author_id"": ""https://openalex.org/A5100693966"", ""orcid"": ""https://orcid.org/0000-0001-6363-3655"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Traffic and Transportation Engineering Central South University  Changsha Hunan 410075 China"", ""School of Traffic and Transportation Engineering, Central South University, Changsha, Hunan, 410075 China""]}, {""name"": ""Xinwei Li"", ""openalex_author_id"": ""https://openalex.org/A5100461506"", ""orcid"": ""https://orcid.org/0000-0002-1702-8670"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Newcastle University Singapore"", ""ror"": ""https://ror.org/00mbfhq81"", ""country_code"": ""SG"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Faculty of Science, Agriculture, &amp; Engineering Newcastle University  Singapore 567739 Singapore"", ""Faculty of Science, Agriculture, &amp; Engineering Newcastle University Singapore 567739 Singapore""]}, {""name"": ""Wei Zhai"", ""openalex_author_id"": ""https://openalex.org/A5004219448"", ""orcid"": ""https://orcid.org/0000-0003-2307-5243"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""National University of Singapore"", ""ror"": ""https://ror.org/01tgyzw49"", ""country_code"": ""SG"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical Engineering National University of Singapore  Singapore 117575 Singapore"", ""Department of Mechanical Engineering, National University of Singapore, Singapore, 117575 Singapore""]}, {""name"": ""Zhonggang Wang"", ""openalex_author_id"": ""https://openalex.org/A5063334390"", ""orcid"": ""https://orcid.org/0000-0003-1265-2762"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Traffic and Transportation Engineering Central South University  Changsha Hunan 410075 China"", ""School of Traffic and Transportation Engineering, Central South University, Changsha, Hunan, 410075 China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4400293766,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Metamaterials""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adfm.202415125,Ultrasmall Sulfur-Dots-Mediated Facile Photopolymerization for the Production of Smart Injectable Ink for 3D Printing Applications,"[""Nishikanta Singh"", ""Priyank Sinha"", ""Bhanendra Sahu"", ""Srayee Mandal"", ""Santanu Bhattacharyya"", ""Sanjib Banerjee""]",2025,Advanced Functional Materials,10.1002/adfm.202415125,https://doi.org/10.1002/adfm.202415125,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Sanjib Banerjee"", ""openalex_author_id"": ""https://openalex.org/A5089270775"", ""orcid"": ""https://orcid.org/0000-0003-4841-4408"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Indian Institute of Technology Bhilai"", ""ror"": ""https://ror.org/02sscsx71"", ""country_code"": ""IN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Chemistry Indian Institute of Technology Bhilai  Durg Chhattisgarh 491001 India""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4402752141,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Additive manufacturing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adfm.202417618,Ultrahigh Piezoelectricity in Truss-Based Ferroelectric Ceramics Metamaterials,"[""Jiahao Shi"", ""Kang Ju"", ""Haoyu Chen"", ""Valérie Orsat"", ""Agus P. Sasmito"", ""Ali Ahmadi"", ""Abdolhamid Akbarzadeh""]",2025,Advanced Functional Materials,10.1002/adfm.202417618,https://doi.org/10.1002/adfm.202417618,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Abdolhamid Akbarzadeh"", ""openalex_author_id"": ""https://openalex.org/A5015437588"", ""orcid"": ""https://orcid.org/0000-0003-0097-0341"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""McGill University"", ""ror"": ""https://ror.org/01pxwe438"", ""country_code"": ""CA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Bioresource Engineering McGill University  Montreal QC H9×3V9 Canada"", ""Department of Mechanical Engineering McGill University  Montreal QC H3A 0C3 Canada"", ""Department of Mechanical Engineering, McGill University, Montreal, QC, H3A 0C3 Canada""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4405798036,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Metamaterials""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/advs.202411584,"Ultraflexible Sensor Development via 4D Printing: Enhanced Sensitivity to Strain, Temperature, and Magnetic Fields","[""Yanbei Hou"", ""Hancen Zhang"", ""Kun Zhou""]",2025,Advanced Science,10.1002/advs.202411584,https://doi.org/10.1002/advs.202411584,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Science,2198-3844,"[""2198-3844"", ""2198-3844""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Kun Zhou"", ""openalex_author_id"": ""https://openalex.org/A5100722039"", ""orcid"": ""https://orcid.org/0000-0001-7660-2911"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Nanyang Technological University"", ""ror"": ""https://ror.org/02e7b5302"", ""country_code"": ""SG"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Singapore Centre for 3D Printing School of Mechanical and Aerospace Engineering Nanyang Technological University  Singapore 639798 Singapore"", ""Singapore Centre for 3D Printing, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore, 639798 Singapore""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4405732549,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""4D printing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1038/s41598-025-06269-2,Two-photon polymerization based 4D printing of poly(N-isopropylacrylamide) hydrogel microarchitectures for reversible shape morphing,"[""Ebrahim Yarali"", ""Ayman Ahmed Mubeen"", ""Kai Cussen"", ""Lennart van Zanten"", ""Vahid Moosabeiki"", ""Amir A. Zadpoor"", ""Angelo Accardo"", ""Mohammad J. Mirzaali""]",2025,Scientific Reports,10.1038/s41598-025-06269-2,https://doi.org/10.1038/s41598-025-06269-2,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2045-2322""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Ebrahim Yarali"", ""openalex_author_id"": ""https://openalex.org/A5102987962"", ""orcid"": ""https://orcid.org/0000-0002-1642-8269"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Delft University of Technology"", ""ror"": ""https://ror.org/02e2c7k09"", ""country_code"": ""NL"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Biomechanical Engineering, Faculty of Mechanical Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, The Netherlands. E.yarali@tudelft.nl"", ""Department of Precision and Microsystems Engineering, Faculty of Mechanical Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, The Netherlands. E.yarali@tudelft.nl""]}, {""name"": ""Angelo Accardo"", ""openalex_author_id"": ""https://openalex.org/A5058619731"", ""orcid"": ""https://orcid.org/0000-0003-0442-3652"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Delft University of Technology"", ""ror"": ""https://ror.org/02e2c7k09"", ""country_code"": ""NL"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Precision and Microsystems Engineering, Faculty of Mechanical Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, The Netherlands. A.Accardo@tudelft.nl""]}, {""name"": ""Mohammad J. Mirzaali"", ""openalex_author_id"": ""https://openalex.org/A5046772634"", ""orcid"": ""https://orcid.org/0000-0002-5349-6922"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Delft University of Technology"", ""ror"": ""https://ror.org/02e2c7k09"", ""country_code"": ""NL"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Biomechanical Engineering, Faculty of Mechanical Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD, The Netherlands. M.J.Mirzaali@tudelft.nl""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4411866289,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Computational Design""]","[""4D printing"", ""hydrogel"", ""soft robotics"", ""microfluidics"", ""two-photon polymerization""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1108/rpj-10-2024-0444,Transforming plastic injection molding with additive manufacturing: a novel systematic review of innovative approaches to insert production,"[""Yineska Erimar Becerra-Borges"", ""Aitor Cazón-Martín"", ""Maria Isabel Rodriguez-Ferradas"", ""Paz Morer-Camo"", ""Unai Etxaniz-Sein"", ""Juan Carlos Manchado"", ""Maria Virginia Candal""]",2025,Rapid Prototyping Journal,10.1108/rpj-10-2024-0444,https://doi.org/10.1108/rpj-10-2024-0444,"[""Crossref""]",crossref,journal-article,issn_venue_query,Rapid Prototyping Journal,1355-2546,"[""1355-2546"", ""1758-7670""]",,Emerald,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4409691674,True,core,core,manual_core_venue,"[""Reviews and Surveys""]","[""Vat photopolymerization""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adma.202502386,Traceless Photopolymerization with Non-Pulsed Red Light Enables 3D-Printable Cell-Laden Hydrogels,"[""Ali Eftekhari"", ""Kelsey Rianne de Graaf"", ""Ekaterina Takmakova"", ""Hatai Jongprasitkul"", ""Alexander Efimov"", ""Sanna Turunen"", ""Andrew Kerr"", ""Minna Kellomäki"", ""Robert Luxenhofer"", ""Timo Laaksonen"", ""Nikita Durandin""]",2025,Advanced Materials,10.1002/adma.202502386,https://doi.org/10.1002/adma.202502386,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Materials,0935-9648,"[""0935-9648"", ""1521-4095""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Robert Luxenhofer"", ""openalex_author_id"": ""https://openalex.org/A5025070309"", ""orcid"": ""https://orcid.org/0000-0001-5567-7404"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Helsinki"", ""ror"": ""https://ror.org/040af2s02"", ""country_code"": ""FI"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Soft Matter Chemistry Department of Chemistry Faculty of Science University of Helsinki  Helsinki PB55 Finland""]}, {""name"": ""Timo Laaksonen"", ""openalex_author_id"": ""https://openalex.org/A5004833492"", ""orcid"": ""https://orcid.org/0000-0002-6699-3004"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Helsinki"", ""ror"": ""https://ror.org/040af2s02"", ""country_code"": ""FI"", ""type"": ""education""}, {""name"": ""Tampere University"", ""ror"": ""https://ror.org/033003e23"", ""country_code"": ""FI"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Drug Research Program Faculty of Pharmacy University of Helsinki  Helsinki 00014 Finland"", ""Faculty of Engineering and Natural Sciences Tampere University  Tampere 33720 Finland""]}, {""name"": ""Nikita A. Durandin"", ""openalex_author_id"": ""https://openalex.org/A5031562193"", ""orcid"": ""https://orcid.org/0000-0002-5734-7377"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Tampere University"", ""ror"": ""https://ror.org/033003e23"", ""country_code"": ""FI"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Faculty of Engineering and Natural Sciences Tampere University  Tampere 33720 Finland""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4410446605,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Additive manufacturing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1016/j.eurpolymj.2024.113648,Toward DLP 4D printing of liquid crystal elastomers: Tailored properties via non-mesogenic linkers,"[""Rakine Mouhoubi"", ""Philippe Dieudonné-Georges"", ""Olivier Arnould"", ""Vincent Lapinte"", ""Sébastien Blanquer""]",2025,European Polymer Journal,10.1016/j.eurpolymj.2024.113648,https://doi.org/10.1016/j.eurpolymj.2024.113648,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0014-3057""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Sébastien Blanquer"", ""openalex_author_id"": ""https://openalex.org/A5056182008"", ""orcid"": ""https://orcid.org/0000-0002-5366-6530"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Centre National de la Recherche Scientifique"", ""ror"": ""https://ror.org/02feahw73"", ""country_code"": ""FR"", ""type"": ""government""}, {""name"": ""Institut Charles Gerhardt Montpellier"", ""ror"": ""https://ror.org/028wq3277"", ""country_code"": ""FR"", ""type"": ""facility""}, {""name"": ""Institut de Chimie"", ""ror"": ""https://ror.org/02cte4b68"", ""country_code"": ""FR"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""Institut Charles Gerhardt Montpellier (ICGM), CNRS, Université de Montpellier, ENSCM, Montpellier, France"", ""ICGM - Institut Charles Gerhardt Montpellier - Institut de Chimie Moléculaire et des Matériaux de Montpellier (Place Eugène Bataillon - Bâtiment 17 - CC1700- 34095 Montpellier cedex 5 - France)""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4405338321,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""4D printing"", ""liquid crystal elastomers"", ""material properties"", ""non-mesogenic linkers""]",5,openai,True,False,False,False,2026-06-12,2026-06-28
10.1038/s41467-025-66034-x,Thermo-reversible gelation of self-assembled conducting polymer colloids,"[""Vidhika S. Damani"", ""Xinran Xie"", ""Rachel E. Daso"", ""Khushboo Suman"", ""Masoud Ghasemi"", ""Weiran Xie"", ""Ruiheng Wu"", ""Yuhang Wu"", ""Calvin L. Chao"", ""Julian E. Alberto"", ""Casey M. Lorch"", ""Ai-Nin Yang""]",2025,Nature Communications,10.1038/s41467-025-66034-x,https://doi.org/10.1038/s41467-025-66034-x,"[""Crossref""]",crossref,journal-article,issn_venue_query,Nature Communications,2041-1723,"[""2041-1723""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Laure V. Kayser"", ""openalex_author_id"": ""https://openalex.org/A5021616270"", ""orcid"": ""https://orcid.org/0000-0001-7143-2677"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Delaware"", ""ror"": ""https://ror.org/01sbq1a82"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Chemistry and Biochemistry, University of Delaware, Newark, DE, USA. lkayser@udel.edu"", ""Department of Materials Science and Engineering, University of Delaware, Newark, DE, USA. lkayser@udel.edu"", ""Department of Materials Science and Engineering, University of Delaware, Newark, DE, USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4417031716,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Additive manufacturing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1080/02678292.2025.2499853,Thermal responses of 3D-printed liquid crystal elastomer microcubes,"[""Youyang Zhu"", ""Zhongjie Ma"", ""Aile Sun"", ""Qi-Huo Wei""]",2025,Liquid Crystals,10.1080/02678292.2025.2499853,https://doi.org/10.1080/02678292.2025.2499853,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0267-8292"", ""1366-5855""]",,Informa UK Limited,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Qi‐Huo Wei"", ""openalex_author_id"": ""https://openalex.org/A5070573424"", ""orcid"": ""https://orcid.org/0000-0003-3316-8988"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Southern University of Science and Technology"", ""ror"": ""https://ror.org/049tv2d57"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Southern University of Science and Technology""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4410093059,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""Liquid Crystal Elastomers"", ""3D Printing"", ""Thermal Response"", ""Microstructures""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1002/adfm.202418348,The Emerging 4D Printing of Shape-Memory Thermomorphs for Self-Adaptative Biomedical Implants,"[""Aixiang Ding"", ""Fang Tang"", ""Eben Alsberg""]",2025,Advanced Functional Materials,10.1002/adfm.202418348,https://doi.org/10.1002/adfm.202418348,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Aixiang Ding"", ""openalex_author_id"": ""https://openalex.org/A5080909518"", ""orcid"": ""https://orcid.org/0000-0002-0770-7098"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Illinois Chicago"", ""ror"": ""https://ror.org/02mpq6x41"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Richard and Loan Hill Department of Biomedical Engineering University of Illinois at Chicago  Chicago IL 60612 USA""]}, {""name"": ""Eben Alsberg"", ""openalex_author_id"": ""https://openalex.org/A5063000923"", ""orcid"": ""https://orcid.org/0000-0002-3487-4625"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Illinois Chicago"", ""ror"": ""https://ror.org/02mpq6x41"", ""country_code"": ""US"", ""type"": ""education""}, {""name"": ""Birmingham VA Medical Center"", ""ror"": ""https://ror.org/0242qs713"", ""country_code"": ""US"", ""type"": ""healthcare""}, {""name"": ""Jesse Brown VA Medical Center"", ""ror"": ""https://ror.org/049qtwc86"", ""country_code"": ""US"", ""type"": ""healthcare""}], ""raw_affiliation_strings"": [""Departments of Mechanical &amp; Industrial Engineering Orthopaedic Surgery and Pharmacology and Regenerative Medicine University of Illinois at Chicago  Chicago IL 60612 USA"", ""Jesse Brown Veterans Affairs Medical Center (JBVAMC)  Chicago IL 60612 USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4411774714,True,core,core,manual_core_venue,"[""Reviews and Surveys""]","[""4D printing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1016/j.xcrp.2025.102835,Tailored helix morphing of 3D-printed liquid crystal elastomer bilayers,"[""Zengting Xu"", ""Yuzhen Chen"", ""Lingrui Zhu"", ""Qi Ge"", ""Zi Liang Wu"", ""Shaoxing Qu"", ""Rui Xiao""]",2025,Cell Reports Physical Science,10.1016/j.xcrp.2025.102835,https://doi.org/10.1016/j.xcrp.2025.102835,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2666-3864""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Yuzhen Chen"", ""openalex_author_id"": ""https://openalex.org/A5101413305"", ""orcid"": ""https://orcid.org/0000-0002-1214-4648"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""American Institute of Aeronautics and Astronautics"", ""ror"": ""https://ror.org/00a1rzv11"", ""country_code"": ""US"", ""type"": ""other""}], ""raw_affiliation_strings"": [""Institute of Mechanics and Computational Engineering, Department of Aeronautics and Astronautics & College of Intelligent Robotics and Advanced Manufacturing, Fudan University, 220 Handan Road, Shanghai 200433, P.R. China""]}, {""name"": ""Rui Xiao"", ""openalex_author_id"": ""https://openalex.org/A5008970553"", ""orcid"": ""https://orcid.org/0000-0002-4380-9542"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Zhejiang University"", ""ror"": ""https://ror.org/00a2xv884"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""State Key Laboratory of Fluid Power & Mechatronic System, Key Laboratory of Soft Machines and Smart Devices of Zhejiang Province, Zhejiang University, Hangzhou, Zhejiang 310027, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4414104516,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Computational Design""]","[""3D printing"", ""liquid crystal elastomers"", ""helical morphologies"", ""biomimetic design""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
